CCSM_Modern(1950-1999).txt	CNRM_Modern(1950-1999).txt	FGOALS_Modern(1950-1999).txt	GISS_Modern(1950-1999).txt	MIROC_Modern(1950-1999).txt	MRI_Modern(1950-1999).txt
11.4736396363853	7.55880881016519	13.2835616616801	11.1482836787368	15.4016324588528	8.33654505596702
10.7875464921976	7.58281771977299	12.1315453710668	10.2781850387783	14.8953357948897	8.20085390156459
11.2327546077784	9.54062525959381	11.0510609594972	11.2638937847972	14.6548311855081	9.42926780852825
13.7805199412126	12.461624439399	10.0275974503834	12.6401172640728	14.7555148979778	12.3179594188548
20.2708321600142	19.8027908211312	17.142357227514	20.0278675170457	19.2293885523395	18.5721567377745
19.484512705078	18.9104134967497	16.1787846610091	18.5357099627274	18.212848359538	18.2719813929656
15.5079173437115	13.9961853272443	15.0711069005166	16.0162150597001	16.9993711195973	15.4143216484786
12.8227227594042	9.26028020190549	13.9368084076792	13.4690337911207	15.8623703442866	9.7422638151722
11.5821343853625	7.88282913968697	12.8463067419309	11.4750230422238	15.0287388978425	8.62242035297056
10.6872169566639	7.33415926911966	11.7825498046414	10.3418442695392	14.5030296268476	8.2238174953399
10.2377227791173	8.08016903640924	10.8379700186696	10.2493601606641	14.3369579638804	8.25900999171283
13.0240028626524	10.3778773291826	10.0399965877897	11.5318397716113	14.5178072374333	11.1076206766822
20.155024019442	19.950569229426	16.9940897693538	20.1783464993393	19.3216964302643	18.6856197423307
19.6782573765164	18.9599379166866	15.9452808680228	18.5866588962599	18.1915579176973	18.0612043236362
16.6588692735523	13.9729980133291	14.7247095098397	15.4971586024423	16.8290294082371	14.7861986897684
13.0879688472268	9.16349799944522	13.4743491340676	12.8528829099177	15.4814599590482	9.78764893874585
11.3575174839224	7.76785522452223	12.3817871896282	11.3092493185356	14.5865639600436	8.61481752109275
10.4806444087621	6.93577711551999	11.4196437339752	9.99835832141683	14.0629370411619	8.23000137206935
10.0271519756807	7.15129424570698	10.5756288542795	9.07194130126421	13.8725606498662	7.79546507313173
13.0167819098072	9.06216118774345	9.99362423508515	10.438176775477	14.1727989235973	10.4535916283794
15.6128285532596	13.3459213228158	9.63319700951229	13.3227453536592	14.6981198735059	13.3586328703289
21.9183994281961	19.937913938875	21.8601656202999	22.6005083636824	22.4053508491149	19.4637887927847
18.7669461061779	17.9096586617453	21.0560261728904	21.4094240198257	21.8376416937542	17.2869707597837
18.7906374043946	18.1380711178874	20.1510783517475	20.9050727977018	21.4443537724009	17.4076595891436
20.0168179384028	19.0972998041397	19.2276774586052	20.4708373188022	21.1356317780094	18.6517120632255
20.0718206876191	19.4430217254244	18.4024206210699	19.9796013745065	20.7989550394134	19.1307070949015
19.8377273662214	19.343163379209	16.7846792071268	19.4926546673781	19.5096870425761	18.832819236894
19.6857204649007	18.8256006265414	15.7009098154053	18.3176696007851	18.3070887925388	18.4170840454744
17.6377279417806	14.6818233765842	14.4348206056429	15.7399520420931	16.806467648473	15.9905053080356
13.6943164396791	9.65813519094569	13.1798092576645	12.997927726691	15.3634593549643	10.6740214703177
10.8467158181311	6.79306020606906	12.0586290311643	10.9510984573098	14.3460075425076	8.15722301779729
9.97838307137774	6.19660189441933	11.1355379864027	9.59224745106326	13.7743360581276	7.74419908000488
10.0821332021381	7.14524599346731	10.3977899193734	9.2540641289129	13.601265681511	8.03305790392398
13.2475792909424	9.71164067384813	9.95815209682615	10.8224859368179	13.9080180713688	10.7395736672357
15.6907081471058	13.3555800153038	9.7065460638244	13.1836220099613	14.4451029780894	13.4089627728742
24.9957662653467	25.7802277143879	23.4895500625777	26.488933023335	24.0589963378841	23.9124796585469
25.0056296141464	23.5201614407487	22.4656924678547	24.5606320962105	23.1231629706787	22.4372950806687
21.7221218566821	19.4125106603079	21.4224984401278	22.2785337876714	22.2841666824092	18.7869908918508
18.6567504011807	17.5346683786235	20.550669621855	20.8817301970047	21.717039202404	16.5269264612963
18.8084326096974	17.461872474865	19.8613126258317	20.3139794695252	21.4346481683149	16.3294577014679
19.420688526072	17.9372166637182	19.2284501765098	19.5863941094896	21.2937537175056	17.23293329433
19.3941002221157	18.0374164361667	18.5153826806815	18.535732716593	21.0728292104063	17.3711768377855
19.0212243969192	17.7712332479782	17.6334845562754	18.3441583977315	20.6079201796564	17.2731780970436
19.1733312919735	17.9023598607249	16.6412488746503	18.6889454008025	19.8822308799402	17.9593352339519
19.226439060838	18.4078639567151	15.4795684856354	18.212109857804	18.571224228812	18.1458413929801
17.8798857796011	15.4866736329758	14.1866342429181	16.5374536626554	16.8399650610384	16.4038666965991
14.1787782407569	10.1557320479736	12.9255935451874	13.5779015612967	15.2441886950801	11.1884074516297
10.1701190015164	5.53420755388928	11.7832401568791	10.1138546521765	14.096970293728	7.25322467212643
9.30624383153913	5.08773396610927	10.8032012189896	8.78741919827876	13.4289028047839	6.7012758297315
10.2811782048312	7.65755484526319	10.141487136884	9.93182214267136	13.2684747552393	8.31658278687229
13.611663008734	11.1943535254608	9.78054157651841	11.874403560572	13.5859382573856	11.6198903153402
15.8303724946665	14.0915719403062	9.62101276990931	13.5467635063746	14.1560487087163	13.7812554618021
25.8744675017905	26.0235837055559	24.3488145552688	27.9070898933015	24.6970564492383	24.1000052340985
24.8008516220533	23.5464377790438	23.421072914903	26.4620545263504	23.864851621953	22.9234739508195
23.5093763848119	20.1078307506878	22.2205099792224	24.4672439280144	22.869464253524	20.2513715774432
20.336089099032	17.7105118447914	21.0190124424836	21.9941585082898	22.0007317543889	17.3494839356607
18.5467501882063	16.9978841043221	20.0545568388721	20.6096743016006	21.4294807813452	16.0481580168348
18.6627864955468	17.0787691084428	19.6502502719192	20.1236417420266	21.3297140967141	16.0630926925502
18.5984870353094	17.0477197786447	19.2473471635425	19.1510503813875	21.3714243715812	16.5512123200981
18.3662727309581	16.6530509525577	18.6051867870807	17.6910021367107	21.2627066582051	16.0028716259979
17.7521446706546	16.1117732956514	17.6632466969697	17.4475414887398	20.8788926742086	15.3390455252588
18.0186895151273	16.1099552330372	16.5846519552545	18.3327276603248	20.2890851980955	16.049744522321
18.2158384000852	17.2423927087365	15.3203168173078	18.3210670868171	18.8258404980647	16.7580810443984
17.37620345635	15.735526605986	13.991699797333	17.1004532398534	16.839523538541	15.6234682454929
14.4903176513386	10.7832413529728	12.63768936687	13.8774091640912	14.9460528249892	11.2014691787291
9.55639940123371	4.51815325145018	11.4360502565549	9.43164457279293	13.7117161104757	6.66117044284872
8.65918561963188	3.88377941272015	10.4484376056057	8.11929142436022	12.9851552913824	5.69687783901449
10.5953710428414	7.91187020040367	9.72046469034059	10.2538991991587	12.7474008075175	8.66451650602852
14.1102267781964	13.0626064280098	9.43344557046239	12.5777721925488	13.1645204651421	12.5587431576524
26.4207352108668	25.5624242497797	25.0847054671591	28.4591202205709	25.3003668725009	24.3144317919936
25.9998819302948	23.4968451237116	24.0525014996921	27.2794272288233	24.3820319786368	22.9129330757467
23.1614588147026	20.8576147692808	22.9926000550663	25.5918070938786	23.4746667632864	20.7264441397958
20.4712730433287	18.4474731652918	21.8592935913938	23.8631662649067	22.5188040354536	18.0022293507217
19.5545238961923	17.5237806152053	20.788351826505	22.2646431868122	21.715681762104	16.8866135652865
19.0434389984884	17.395470761563	19.9755332000472	21.1846528625352	21.2213046260676	16.723759642665
19.0694951641868	17.3075285169115	19.5158063397238	20.2850194533207	21.1147620107963	16.8265277253186
18.6988446172307	16.8538075289951	19.0757717998802	19.2428407125704	21.1391937890087	16.87247599539
17.8569182625743	16.264753326094	18.4827030604609	18.0996177421748	21.0858225440731	16.0155733480732
16.4628517850842	15.743507080994	17.5722433806746	17.743096763216	20.7276562970204	14.879094476364
16.8316702047914	15.7211639618502	16.4448470287823	17.9514620822666	20.0125262492771	15.0466697342407
16.9579373015631	16.2439242011978	15.1765497532888	17.9881886483502	18.6148933689614	16.0128165589011
16.9278038048307	15.3570962823571	13.7709899928167	16.7482718101016	16.7014389473556	15.3559444253154
14.8238964243124	11.0684701462565	12.395180833905	13.6000504847662	14.8512408368577	11.7397510096453
9.34222877224845	5.04355220934769	11.1586484703133	9.97372396031541	13.4988030804997	6.97607890973041
8.31047595597798	3.0389618368514	10.1317852624796	8.78240890153	12.6727997579745	5.17692466132166
10.8793803058339	7.49759237341652	9.43095928031912	10.4982077097868	12.4465885232163	8.95949977967235
14.5290936215244	13.7936462537953	9.09846583979391	12.9635966489883	12.8301026658009	13.2333740498833
26.6202780099823	27.55692037447	27.2319563059547	30.2943484072253	27.0137861855246	25.2862175387057
26.8349926527845	26.8743809905757	26.5900759137835	29.9158695804114	26.5558545643622	25.0611762261052
26.7224340289648	25.5824661644127	25.8163361838128	29.2447756276243	25.9494009151236	24.6325051077319
25.9950981234534	23.3728215259566	24.8113364943162	28.1162615556993	25.0466874426911	23.1384594695599
24.3410668657737	21.1624651230617	23.6304176272288	26.6135351820461	23.9899249200192	20.7041043491228
21.3400755644199	19.2955433073664	22.4742619512002	24.6398059382457	22.9923337756032	18.8346125137592
19.3904361721559	18.1433356494987	21.5051789369259	23.2231653298588	22.0911950095995	17.5784820584063
19.4161549570935	18.0743669932626	20.6322335452895	22.5347439229371	21.3375327573578	17.5121419911455
19.6275411218798	18.1080793880233	19.9556426647184	21.7852707923516	20.9078078011183	17.789729016216
19.6556416829067	17.766492231292	19.4810906638957	20.8442051205578	20.8468571434417	17.5183538629554
18.7127516424179	17.0507313482085	19.0216853942068	19.8275336015315	20.8802276697663	16.7774204583011
17.5421947534376	16.5108961297638	18.3896509326902	18.7643780844329	20.8277484655098	15.9109215446022
16.6125899537478	16.3158984567596	17.4968287811673	18.3389212923041	20.4972807599622	15.4278267932584
17.1903543686294	16.3887193093322	16.3872879550857	18.4137496108324	19.7587383525876	15.9037253828684
17.2010599175823	16.4394211825519	15.0412652745522	18.1999902865094	18.3555011701877	16.8347974132515
17.2008999091792	15.3575038218423	13.5561017372486	17.1001197413906	16.4766368123286	16.0822531203548
15.0957207288166	11.7143471805144	12.1077166606874	13.8166645494276	14.6259608603014	12.8245835375688
9.74451419154791	6.12880397596446	10.8175444629999	9.41560489081981	13.1771023958889	7.93001640536208
8.55098455528763	2.70312135518062	9.75630835777927	8.12285208802167	12.2561079730241	4.85468554826372
10.8461752773457	6.7255336297007	9.02018236167832	10.3979448280326	11.9481944039164	8.78553453140209
14.516113931932	13.9918811532475	8.67101480941201	12.8366648935199	12.3957113807615	13.5347225324724
26.9698659332748	27.3538629974822	27.272432564313	29.6309274751924	26.5064722747753	25.9452826015634
26.267937979403	25.7140729947767	26.8982212841694	29.4379144225599	26.3197124186498	25.1291144947277
26.0148999364703	24.5883831789618	26.2425427070819	29.1186583623702	25.9877546555365	24.3443866431509
25.6757414131565	23.4015329185552	25.5342870664857	28.5731647178936	25.5757140133171	23.2263860982971
24.6469935692331	21.5964854803073	24.481659247814	27.4933865715867	24.6574410916626	21.3862938688916
23.2780584922902	20.0070019699447	23.2715645363031	25.9935448329708	23.5662544990455	19.5182481257505
21.2481684778572	18.8778578013026	22.0811991736693	24.3073357179414	22.5228440904575	18.2776073091885
19.3805118326565	18.4719842912222	21.3285814866805	23.2028314990295	21.7425486970627	17.799369873098
19.4333092194369	18.6791644437002	20.6196403215825	22.7329647572067	21.0353451127621	18.0078937824717
19.5818367556288	18.6929307391567	19.9755972357986	22.2324472133622	20.5782760107004	18.1910504518737
19.3210748860708	18.2875854644716	19.5803590437957	21.4837242680714	20.6550675775736	17.7291939438686
18.5561276093589	17.5147167552356	19.095357843551	20.5812295983977	20.7334727576311	16.8204825363287
17.7212904789324	17.0992299932512	18.3865516390626	19.6985048405848	20.6441822285762	16.170207125639
17.5488690214601	17.2499078037429	17.4764453577372	19.3312949093098	20.3270035888165	16.2468128449208
18.5676628400138	17.6506549119743	16.3609169103946	19.2072312775261	19.6303465361275	17.0481117384192
18.7058788540453	17.4232352245717	14.9250191998457	18.8492290341959	18.183060470369	17.743767122563
18.0877916548745	15.9814101568473	13.3332380200486	17.3911490262125	16.2534620083071	16.6572964501997
15.3914823798553	12.5844173646403	11.7920179496898	13.9700861144891	14.3072818746032	13.5379125763818
10.4656296655932	7.4521462949464	10.4695899815203	9.73047059869039	12.8411381601178	8.7030118815579
9.11586647292707	2.19302329811957	9.37885335530488	8.16767214232958	11.8368390881382	4.51058977418664
10.5248050709328	5.72163028871568	8.5691568625025	9.61919414805946	11.3770551735799	8.21843982092685
13.9492432486594	13.7130777095485	8.27373386058493	11.6378874490554	11.9655288052306	13.6077259512907
26.5425107565485	26.689603872771	26.6854976281139	29.3802497433428	25.8503666773332	26.2667461147768
25.9856607212417	24.6467485709908	26.5504150653056	28.4003766846893	25.77115861771	23.9629837526908
24.9319492523487	22.8698330014489	26.1971116624167	27.94984563526	25.5841352093036	22.1459809563138
24.5520685837394	22.1802423401784	25.6506556946814	27.913510874929	25.2478975267661	21.6188150177639
24.2376961471044	21.6921964952221	24.9316274416685	27.6152247415263	24.7268413014319	21.1812204468297
23.4464157260138	20.9394127822758	24.0556152354835	26.8019502983696	24.0087046844758	20.2281572459367
22.6592864403452	19.9637536883767	23.0570984526913	25.592635957313	23.147727970082	19.099948816402
21.5505690381279	19.0979777871065	22.1369635726025	24.2118878798267	22.2954691376009	18.1353062746962
19.7154310300252	18.6912137596968	21.4366505104652	23.36217862805	21.5799394850048	17.9499788165884
19.5704466812076	18.9201360802601	20.8150433577156	22.9973165131659	20.986844131422	18.3054687769364
19.8215511968303	19.1267104548985	20.2714019983135	22.6885174658096	20.6589515560924	18.5360369664137
19.4418056706354	18.9419318751502	19.8074446923989	22.1145400637234	20.6640490719467	18.2773306058054
19.0810632987715	18.4622550328824	19.2015279491014	21.4415524756062	20.6640179175181	17.6111366723814
18.8488493343908	18.1139030697981	18.4503384368637	20.789912784269	20.5595032600173	17.1119106136421
19.009183494343	18.2603574508778	17.441460865258	20.5581218309335	20.1634882746435	17.3275134393932
19.8668519762357	18.5747938873736	16.1982696639545	20.5268163706193	19.3391128143496	18.1800589210227
19.9663949151492	18.2663936029706	14.7523851275337	19.9364977218932	17.9553287102896	18.5364042162668
18.7257359639846	16.5236549688855	13.1237798901198	18.1058800111704	16.1125143596753	16.952406315358
15.3892556604239	13.001283226996	11.5745442118154	14.2701343211436	14.2521414346691	13.64530079316
10.4825530609253	7.81508777900054	10.2414450052394	9.68341547165589	12.7526564241055	8.68256684596778
8.96970203449031	1.98985919016973	9.16747433475685	7.63053909897759	11.7092718390858	4.06491556055412
9.1856952763491	4.6285355579178	8.44710329305607	8.46398577373194	11.3299502913952	7.16395984830698
12.283554145797	11.9783263621362	8.1045045226323	9.85188936774756	11.7500121511005	13.1968566481122
14.7026906547953	13.3751405391043	8.0023773399139	10.4347643687311	12.6060319587695	13.9929369983951
13.6634563751387	10.4577819225794	8.08673756973453	10.6880654046807	13.4746096320718	10.5632757455435
27.0998050182242	28.8298624328761	25.3938730164834	29.5224364732204	25.1941959590424	26.3065500481195
26.2424781014273	28.0143552675981	25.879777945726	29.4616759630036	25.3282295158	26.5406267893324
25.4856615811655	25.8467224340308	26.1103648933967	29.3460399469106	25.3442738942953	25.8946355985699
24.6309966547273	23.6868490386061	26.0607444545576	28.7208183785691	25.3096468925835	23.8316931966366
23.7891585318362	22.1101241700284	25.8262431116197	27.4270228759572	25.162677420654	21.6640785555075
23.3443908138069	21.2128375225174	25.4993502756514	26.969728503387	24.8910103180574	20.7178220382937
23.3143756452187	21.2376053502635	25.0290676266256	27.1868132874814	24.4730850671899	20.7829692239147
23.2937913274776	21.3829783851791	24.3831148164798	26.9784061404664	23.914192093698	20.7235279120397
22.941588317275	21.1195024653991	23.7102932091932	26.43820276722	23.4062652415166	20.2147090372214
22.3958522093031	20.511770009787	22.9724107677714	25.5261019016942	22.7913858262672	19.4304373678595
21.7292039008643	19.7051813105887	22.2566047926261	24.3909619492733	22.1535765904108	18.5453785623598
20.218588349462	19.2379331621513	21.6707528091932	23.6674549978557	21.6054630552	18.300974750283
20.0313910234836	19.5110436640281	21.17608715178	23.4862670049879	21.1142641983021	18.7165955142094
20.5918399444632	19.8218972369896	20.6808135536719	23.2453172196557	20.8043568642209	19.1243389133913
20.3945459643807	19.8880618535611	20.1341865261803	22.9247741884169	20.8206146899461	19.1848680858209
20.4030721272225	19.7103273800816	19.4736036742866	22.5073860837024	20.8183135614701	18.8617782698082
20.5326049549789	19.4248342387343	18.6100726646978	22.0121053119963	20.6392383441954	18.4661914739287
20.5009450545858	19.395259397491	17.4807608540454	21.8996531963178	20.1735353978043	18.5018088040623
20.6628886381236	19.4536249003049	16.1629896117007	21.8508348658831	19.3362614162323	19.0991283243606
20.5755506506794	18.8135861869619	14.5938186457001	20.714614030012	17.8916643618349	19.2074415673165
18.8411322422091	16.4334945566555	12.8833575505398	18.3814218394904	16.0184205779918	17.1693381216746
14.5947390214363	12.0242503528086	11.2517365298795	14.1013474988852	14.1267704181281	12.9085334094113
9.0472850752842	6.26017666125003	9.95697399330266	8.71330052392022	12.6096958812592	7.56624304014774
7.5886788574909	1.24171610362634	8.95295704128365	6.50733624863885	11.5275189547851	3.45015411079128
6.98006196812771	2.75198269429653	8.25105440569845	7.31639368708363	11.0609436962649	4.6096609175573
9.34605840313372	7.70944926924329	7.98926153217286	8.21762969171831	11.5531620077282	10.3852889970977
12.1007912588911	8.59526501396983	7.94876938801271	8.5429437952655	12.4213379881231	11.5211574775893
11.4451658894413	7.33253932934787	8.04710768644218	9.24598345981623	13.2899621804382	7.41911738776587
28.2464340466971	28.0553990419205	23.3352961306092	28.8302843587588	25.1099738893077	26.3600362657036
27.3323065295633	27.8859174223593	23.8383941879199	28.1895990638943	24.8769287492965	26.3504704765861
26.8226090860957	27.2764639992067	24.3419472815596	27.8923854797474	24.7584668688033	25.9820898531081
26.1252978634589	26.4427317359879	24.8754643184754	27.8526113728785	25.0740278185731	25.3017789616424
24.3768104131325	24.8558952312493	25.3049923489803	27.7997026154045	25.1509584021389	23.4087051358882
22.8439328832134	22.2194332275915	25.5294065866021	27.5390550362187	25.0516921365763	21.5851834095704
22.1626508996717	21.0862709030875	25.4182742370634	27.3481926349435	24.8407351554623	20.7997657425428
21.950356733825	21.044777161724	25.1825030251458	27.2372187250711	24.5780305353769	20.8656248038864
22.6238348871253	21.208628946071	24.9121058437846	27.1427213798109	24.2145581036852	21.161815898854
22.5900491563627	21.6337509311037	24.5595132470957	26.9660605186822	23.7874029622539	21.1818097910783
22.6250859172018	21.7518202686034	24.0176711193923	26.7320406557784	23.3294924370086	20.8106778422636
22.814987136158	21.4963466417842	23.5215664583698	26.3506979605352	23.0111068480396	20.408360828885
22.6822691694167	21.1036127096794	23.0178673135544	25.7441742654259	22.6746949730415	20.1381760001146
22.106695364147	20.5219862583048	22.4236220842838	24.9972754533403	22.2026088217514	19.5701978892505
21.105386546823	20.0700356901586	21.9622345787247	24.403072597808	21.8567366535323	19.076880740109
20.8088833600507	20.3733502481048	21.5577742411203	24.0366055901771	21.4689010983634	19.3759342281931
21.2067889296613	20.676777963624	21.0661271050087	23.8440462513828	21.1192981004432	19.8412644229972
21.3283189772542	20.8741116934168	20.5011064161529	23.7085839435686	21.1477552874168	20.1301780102703
21.7631136503368	20.9235045772349	19.7942956892114	23.6120504944023	21.0843888035202	20.1887598887265
21.8536604765979	20.7216706389449	18.8167619320044	23.5180723454971	20.8020696467443	20.059766217179
21.4617128778985	20.5956833562661	17.5289577071774	23.5005762166059	20.2379407863696	19.9968653564621
21.4033721952921	20.3088369252853	16.095234307619	22.8778425063455	19.3764999576623	20.1590759476927
20.9647998271409	19.0805403074884	14.4157660590127	20.8917559073244	17.8707170467829	19.6328003733591
