ID	Species	zooregions
598	Rhinella_alata	NEOTROPICAL
599	Osteocephalus_fuscifacies	NEOTROPICAL
600	Xenophrys_parva	MALASIA
601	Pristimantis_lichenoides	NEOTROPICAL
602	Amietia_johnstoni	AFROTROPICAL
603	Pristimantis_latidiscus	NEOTROPICAL
604	Hyperolius_ferrugineus	AFROTROPICAL
605	Nectophrynoides_laevis	AFROTROPICAL
606	Atelopus_petersi	NEOTROPICAL
607	Hynobius_katoi	PALEARTIC
608	Osteocephalus_buckleyi	NEOTROPICAL
609	Craugastor_guerreroensis	NEOTROPICAL
610	Bufotes_pseudoraddei	PALEARTIC
611	Xenorhina_macrops	AUSTRALIA
612	Ascaphus_truei	NEARTIC
613	Ramanella_obscura	MALASIA
614	Kaloula_rigida	OCEANIA
615	Osteocephalus_carri	NEOTROPICAL
616	Amolops_medogensis	MALASIA
617	Leptodactylus_tapiti	NEOTROPICAL
618	Hypsiboas_paranaiba	NEOTROPICAL
619	Vitreorana_castroviejoi	NEOTROPICAL
620	Pristimantis_turumiquirensis	NEOTROPICAL
621	Caecilia_leucocephala	NEOTROPICAL
622	Austrochaperina_palmipes	AUSTRALIA
623	Duttaphrynus_silentvalleyensis	MALASIA
624	Epipedobates_tricolor	NEOTROPICAL
625	Crinia_insignifera	AUSTRALIA
626	Bufotes_variabilis	AFROTROPICAL
627	Adenomus_kelaartii	MALASIA
628	Gastrotheca_recava	NEOTROPICAL
629	Amolops_caelumnoctis	MALASIA
630	Oninia_senglaubi	AUSTRALIA
631	Philautus_jerdonii	MALASIA
632	Proceratophrys_appendiculata	NEOTROPICAL
633	Pristimantis_carvalhoi	NEOTROPICAL
634	Callulops_comptus	AUSTRALIA
635	Hyloxalus_toachi	NEOTROPICAL
636	Gephyromantis_horridus	AFROTROPICAL
637	Craugastor_crassidigitus	NEOTROPICAL
638	Atelopus_angelito	NEOTROPICAL
639	Pedostibes_kempi	MALASIA
640	Cacosternum_leleupi	AFROTROPICAL
641	Phyllodytes_brevirostris	NEOTROPICAL
642	Phrynopus_oblivius	NEOTROPICAL
643	Proceratophrys_melanopogon	NEOTROPICAL
644	Nototriton_lignicola	NEOTROPICAL
645	Dendrotriton_rabbi	NEOTROPICAL
646	Craugastor_megalotympanum	NEOTROPICAL
647	Bolitoglossa_tapajonica	NEOTROPICAL
648	Hyalinobatrachium_talamancae	NEOTROPICAL
649	Plectrohyla_acanthodes	NEOTROPICAL
650	Pristimantis_orcus	NEOTROPICAL
651	Limnodynastes_convexiusculus	AUSTRALIA
652	Nectophryne_batesii	AFROTROPICAL
653	Colostethus_mertensi	NEOTROPICAL
654	Philautus_mjobergi	MALASIA
655	Phrynobatrachus_anotis	AFROTROPICAL
656	Pristimantis_palmeri	NEOTROPICAL
657	Incilius_chompipe	NEOTROPICAL
658	Ichthyophis_pauli	MALASIA
659	Bolitoglossa_marmorea	NEOTROPICAL
660	Hylodes_phyllodes	NEOTROPICAL
661	Bolitoglossa_hartwegi	NEOTROPICAL
662	Sachatamia_albomaculata	NEOTROPICAL
663	Herpele_multiplicata	AFROTROPICAL
664	Philautus_hosii	MALASIA
665	Ptychadena_retropunctata	AFROTROPICAL
666	Philautus_dubius	MALASIA
667	Austrochaperina_hooglandi	AUSTRALIA
668	Cophixalus_cheesmanae	AUSTRALIA
669	Hypsiboas_melanopleura	NEOTROPICAL
670	Allobates_cepedai	NEOTROPICAL
671	Nymphargus_cochranae	NEOTROPICAL
672	Polypedates_discantus	MALASIA
673	Rhacophorus_edentulus	OCEANIA
674	Elachistocleis_bumbameuboi	NEOTROPICAL
675	Gastrophrynoides_immaculatus	MALASIA
676	Hyperolius_laurenti	AFROTROPICAL
677	Eleutherodactylus_jaumei	NEOTROPICAL
678	Typhlonectes_natans	NEOTROPICAL
679	Lyciasalamandra_antalyana	PALEARTIC
680	Pseudophryne_robinsoni	AUSTRALIA
681	Cardioglossa_manengouba	AFROTROPICAL
682	Litoria_ewingii	AUSTRALIA
683	Limnonectes_arathooni	OCEANIA
684	Tylototriton_panhai	MALASIA
685	Gephyromantis_mafy	AFROTROPICAL
686	Bufotes_viridis	PALEARTIC
687	Pseudotriton_ruber	NEARTIC
688	Leptodactylus_latinasus	NEOTROPICAL
689	Ptychadena_mascareniensis	AFROTROPICAL
690	Platypelis_tetra	AFROTROPICAL
691	Crossodactylus_trachystomus	NEOTROPICAL
692	Hylarana_garritor	AUSTRALIA
693	Amolops_afghanus	MALASIA
694	Ptychadena_mossambica	AFROTROPICAL
695	Ischnocnema_bolbodactyla	NEOTROPICAL
696	Duttaphrynus_wokhaensis	MALASIA
697	Atelopus_certus	NEOTROPICAL
698	Hyperolius_steindachneri	AFROTROPICAL
699	Atelopus_flavescens	NEOTROPICAL
700	Strabomantis_necerus	NEOTROPICAL
701	Pristimantis_aureolineatus	NEOTROPICAL
702	Phasmahyla_jandaia	NEOTROPICAL
703	Rhacophorus_reinwardtii	MALASIA
704	Eurycea_guttolineata	NEARTIC
705	Eleutherodactylus_semipalmatus	NEOTROPICAL
706	Phyllomedusa_ayeaye	NEOTROPICAL
707	Pristimantis_fetosus	NEOTROPICAL
708	Scaphiopus_hurterii	NEARTIC
709	Xenophrys_baolongensis	MALASIA
710	Hyla_wrightorum	NEARTIC
711	Mannophryne_vulcano	NEOTROPICAL
712	Pelobates_fuscus	PALEARTIC
713	Anodonthyla_moramora	AFROTROPICAL
714	Crinia_tasmaniensis	AUSTRALIA
715	Craugastor_rugulosus	NEOTROPICAL
716	Xenorhina_zweifeli	AUSTRALIA
717	Pristimantis_rozei	NEOTROPICAL
718	Acris_gryllus	NEARTIC
719	Scutiger_sikimmensis	MALASIA
720	Boophis_feonnyala	AFROTROPICAL
721	Amazophrynella_minuta	NEOTROPICAL
722	Scinax_wandae	NEOTROPICAL
723	Capensibufo_rosei	AFROTROPICAL
724	Craugastor_montanus	NEOTROPICAL
725	Siphonops_annulatus	NEOTROPICAL
726	Ameerega_labialis	NEOTROPICAL
727	Rana_lemosespinali	NEOTROPICAL
728	Rhacophorus_laoshan	MALASIA
729	Platypelis_barbouri	AFROTROPICAL
730	Phrynopus_heimorum	NEOTROPICAL
731	Cophixalus_shellyi	AUSTRALIA
732	Cycloramphus_carvalhoi	NEOTROPICAL
733	Pseudophilautus_stuarti	MALASIA
734	Dendropsophus_haraldschultzi	NEOTROPICAL
735	Telmatobius_ceiorum	NEOTROPICAL
736	Pristimantis_fenestratus	NEOTROPICAL
737	Geocrinia_laevis	AUSTRALIA
738	Phrynomedusa_appendiculata	NEOTROPICAL
739	Spinomantis_guibei	AFROTROPICAL
740	Pristimantis_schultei	NEOTROPICAL
741	Bolitoglossa_colonnea	NEOTROPICAL
742	Grandisonia_larvata	AFROTROPICAL
743	Ischnocnema_henselii	NEOTROPICAL
744	Niceforonia_nana	NEOTROPICAL
745	Pristimantis_truebae	NEOTROPICAL
746	Alsodes_montanus	NEOTROPICAL
747	Leptopelis_uluguruensis	AFROTROPICAL
748	Telmatobius_latirostris	NEOTROPICAL
749	Phrynobatrachus_acridoides	AFROTROPICAL
750	Rhaebo_haematiticus	NEOTROPICAL
751	Colostethus_brachistriatus	NEOTROPICAL
752	Bolitoglossa_eremia	NEOTROPICAL
753	Plectrohyla_pachyderma	NEOTROPICAL
754	Centrolene_notostictum	NEOTROPICAL
755	Dendropsophus_salli	NEOTROPICAL
756	Hylodes_pipilans	NEOTROPICAL
757	Batrachyla_antartandica	NEOTROPICAL
758	Cycloramphus_granulosus	NEOTROPICAL
759	Eleutherodactylus_bothroboans	NEOTROPICAL
760	Chiasmocleis_atlantica	NEOTROPICAL
761	Scinax_granulatus	NEOTROPICAL
762	Afrixalus_quadrivittatus	AFROTROPICAL
763	Breviceps_namaquensis	AFROTROPICAL
764	Aromobates_orostoma	NEOTROPICAL
765	Mantidactylus_mocquardi	AFROTROPICAL
766	Tomopterna_gallmanni	AFROTROPICAL
767	Mannophryne_olmonae	NEOTROPICAL
768	Ichthyophis_javanicus	MALASIA
769	Sphaenorhynchus_botocudo	NEOTROPICAL
770	Atelopus_nocturnus	NEOTROPICAL
771	Pristimantis_nigrogriseus	NEOTROPICAL
772	Salamandra_infraimmaculata	PALEARTIC
773	Pristimantis_leoni	NEOTROPICAL
774	Eurycea_latitans	NEARTIC
775	Ambystoma_macrodactylum	NEARTIC
776	Mertensophryne_uzunguensis	AFROTROPICAL
777	Cryptobatrachus_conditus	NEOTROPICAL
778	Hyloxalus_lehmanni	NEOTROPICAL
779	Spinomantis_peraccae	AFROTROPICAL
780	Crinia_flindersensis	AUSTRALIA
781	Leptodactylus_ventrimaculatus	NEOTROPICAL
782	Pristimantis_meridionalis	NEOTROPICAL
783	Cyclorana_brevipes	AUSTRALIA
784	Gastrotheca_nicefori	NEOTROPICAL
785	Bolitoglossa_medemi	NEOTROPICAL
786	Batrachophrynus_brachydactylus	NEOTROPICAL
787	Phrynobatrachus_kakamikro	AFROTROPICAL
788	Litoria_multiplica	AUSTRALIA
789	Gegeneophis_carnosus	MALASIA
790	Telmatobius_ignavus	NEOTROPICAL
791	Litoria_robinsonae	AUSTRALIA
792	Proceratophrys_paviotii	NEOTROPICAL
793	Xenorhina_adisca	AUSTRALIA
794	Xenophrys_boettgeri	MALASIA
795	Chalcorana_eschatia	MALASIA
796	Crinia_deserticola	AUSTRALIA
797	Osornophryne_percrassa	NEOTROPICAL
798	Craugastor_rupinius	NEOTROPICAL
799	Mixophyes_hihihorlo	AUSTRALIA
800	Oreophryne_clamata	AUSTRALIA
801	Ichthyophis_sikkimensis	MALASIA
802	Afrixalus_uluguruensis	AFROTROPICAL
803	Oedipina_stenopodia	NEOTROPICAL
804	Nyctimystes_gularis	AUSTRALIA
805	Pristimantis_acutirostris	NEOTROPICAL
806	Phrynomedusa_marginata	NEOTROPICAL
807	Hypsiboas_cordobae	NEOTROPICAL
808	Ischnocnema_vizottoi	NEOTROPICAL
809	Bombina_variegata	PALEARTIC
810	Andrias_japonicus	PALEARTIC
811	Phyllomedusa_tarsius	NEOTROPICAL
812	Amietia_fuscigula	AFROTROPICAL
813	Pristimantis_sirnigeli	NEOTROPICAL
814	Boophis_ulftunni	AFROTROPICAL
815	Plethodon_grobmani	NEARTIC
816	Plectrohyla_pentheter	NEOTROPICAL
817	Hydromantes_shastae	NEARTIC
818	Bolitoglossa_anthracina	NEOTROPICAL
819	Bolitoglossa_altamazonica	NEOTROPICAL
820	Guibemantis_annulatus	AFROTROPICAL
821	Oedipina_gephyra	NEOTROPICAL
822	Litoria_leucova	AUSTRALIA
823	Onychodactylus_japonicus	PALEARTIC
824	Caecilita_iwokramae	NEOTROPICAL
825	Hylarana_chalconota	MALASIA
826	Rana_sangzhiensis	MALASIA
827	Ameerega_rubriventris	NEOTROPICAL
828	Atelopus_arsyecue	NEOTROPICAL
829	Grandisonia_sechellensis	AFROTROPICAL
830	Theloderma_truongsonense	MALASIA
831	Rhinella_inca	NEOTROPICAL
832	Ischnocnema_epipeda	NEOTROPICAL
833	Psychrophrynella_condoriri	NEOTROPICAL
834	Oreophryne_geislerorum	AUSTRALIA
835	Hyloxalus_insulatus	NEOTROPICAL
836	Ameerega_maculata	NEOTROPICAL
837	Cophyla_berara	AFROTROPICAL
838	Raorchestes_johnceei	MALASIA
839	Plectrohyla_hartwegi	NEOTROPICAL
840	Karsenia_koreana	PALEARTIC
841	Microhyla_marmorata	MALASIA
842	Crotaphatrema_lamottei	AFROTROPICAL
843	Chiropterotriton_cracens	NEOTROPICAL
844	Pristimantis_phragmipleuron	NEOTROPICAL
845	Colostethus_argyrogaster	NEOTROPICAL
846	Pelophylax_bergeri	PALEARTIC
847	Amietophrynus_gutturalis	AFROTROPICAL
848	Hynobius_retardatus	PALEARTIC
849	Leptopelis_ocellatus	AFROTROPICAL
850	Pristimantis_floridus	NEOTROPICAL
851	Amolops_archotaphus	MALASIA
852	Scinax_pusillus	NEOTROPICAL
853	Amietophrynus_perreti	AFROTROPICAL
854	Rhinella_ocellata	NEOTROPICAL
855	Raorchestes_signatus	MALASIA
856	Hylarana_asperrima	AFROTROPICAL
857	Ameerega_hahneli	NEOTROPICAL
858	Scinax_castroviejoi	NEOTROPICAL
859	Hylarana_baramica	MALASIA
860	Pristimantis_ornatissimus	NEOTROPICAL
861	Nanorana_annandalii	MALASIA
862	Sachatamia_orejuela	NEOTROPICAL
863	Platymantis_rhipiphalcus	AUSTRALIA
864	Plethodon_ocmulgee	NEARTIC
865	Amolops_akhaorum	MALASIA
866	Rhacophorus_burmanus	MALASIA
867	Rhombophryne_minuta	AFROTROPICAL
868	Nyctimystes_bivocalis	AUSTRALIA
869	Pelophryne_brevipes	MALASIA
870	Hylarana_kampeni	MALASIA
871	Pristimantis_altamnis	NEOTROPICAL
872	Meristogenys_macrophthalmus	MALASIA
873	Dendropsophus_elegans	NEOTROPICAL
874	Eleutherodactylus_jamaicensis	NEOTROPICAL
875	Hydromantes_sarrabusensis	PALEARTIC
876	Cophyla_occultans	AFROTROPICAL
877	Platymantis_magnus	AUSTRALIA
878	Osteocephalus_heyeri	NEOTROPICAL
879	Nototriton_saslaya	NEOTROPICAL
880	Phrynobatrachus_tokba	AFROTROPICAL
881	Anaxyrus_exsul	NEARTIC
882	Boophis_opisthodon	AFROTROPICAL
883	Limnodynastes_lignarius	AUSTRALIA
884	Plethodon_jordani	NEARTIC
885	Amphiuma_pholeter	NEARTIC
886	Hemisus_barotseensis	AFROTROPICAL
887	Pristimantis_spectabilis	NEOTROPICAL
888	Amietophrynus_latifrons	AFROTROPICAL
889	Siphonops_leucoderus	NEOTROPICAL
890	Meristogenys_stenocephalus	MALASIA
891	Nymphargus_truebae	NEOTROPICAL
892	Amolops_viridimaculatus	MALASIA
893	Nanorana_unculuanus	MALASIA
894	Bufo_tuberculatus	MALASIA
895	Litoria_brevipalmata	AUSTRALIA
896	Philautus_leitensis	OCEANIA
897	Ichthyophis_sendenyu	MALASIA
898	Litoria_flavescens	AUSTRALIA
899	Osornophryne_simpsoni	NEOTROPICAL
900	Dendropsophus_limai	NEOTROPICAL
901	Hyperolius_viridiflavus	AFROTROPICAL
902	Phrynobatrachus_albolabris	AFROTROPICAL
903	Nanorana_blanfordii	MALASIA
904	Hylarana_humeralis	MALASIA
905	Cophixalus_clapporum	AUSTRALIA
906	Trachycephalus_lepidus	NEOTROPICAL
907	Litoria_darlingtoni	AUSTRALIA
908	Scinax_curicica	NEOTROPICAL
909	Xenorhina_macrodisca	AUSTRALIA
910	Hyperolius_balfouri	AFROTROPICAL
911	Pristimantis_paramerus	NEOTROPICAL
912	Bolitoglossa_phalarosoma	NEOTROPICAL
913	Pseudophilautus_viridis	MALASIA
914	Nannophrys_marmorata	MALASIA
915	Aglyptodactylus_securifer	AFROTROPICAL
916	Eleutherodactylus_lamprotes	NEOTROPICAL
917	Atelopus_ardila	NEOTROPICAL
918	Eleutherodactylus_fowleri	NEOTROPICAL
919	Pristimantis_calcarulatus	NEOTROPICAL
920	Kalophrynus_orangensis	MALASIA
921	Agalychnis_spurrelli	NEOTROPICAL
922	Adenomera_ajurauna	NEOTROPICAL
923	Hypsiboas_latistriatus	NEOTROPICAL
924	Ichthyophis_sumatranus	MALASIA
925	Pseudophilautus_extirpo	MALASIA
926	Boophis_jaegeri	AFROTROPICAL
927	Pristimantis_mariaelenae	NEOTROPICAL
928	Rhacophorus_dugritei	MALASIA
929	Leptopelis_viridis	AFROTROPICAL
930	Staurois_latopalmatus	MALASIA
931	Rhinophrynus_dorsalis	NEOTROPICAL
932	Pristimantis_restrepoi	NEOTROPICAL
933	Odontophrynus_lavillai	NEOTROPICAL
934	Pristimantis_carlosceroni	NEOTROPICAL
935	Pristimantis_ridens	NEOTROPICAL
936	Afrixalus_fornasini	AFROTROPICAL
937	Ophryophryne_pachyproctus	MALASIA
938	Chiromantis_kelleri	AFROTROPICAL
939	Tylototriton_shanjing	MALASIA
940	Crossodactylus_dispar	NEOTROPICAL
941	Gegeneophis_krishni	MALASIA
942	Lyciasalamandra_helverseni	PALEARTIC
943	Ixalotriton_niger	NEOTROPICAL
944	Oscaecilia_hypereumeces	NEOTROPICAL
945	Boophis_bottae	AFROTROPICAL
946	Philautus_kempii	MALASIA
947	Gastrotheca_psychrophila	NEOTROPICAL
948	Allobates_pittieri	NEOTROPICAL
949	Notophthalmus_viridescens	NEARTIC
950	Telmatobius_timens	NEOTROPICAL
951	Lyciasalamandra_arikani	PALEARTIC
952	Phyzelaphryne_miriamae	NEOTROPICAL
953	Caecilia_subnigricans	NEOTROPICAL
954	Pristimantis_delicatus	NEOTROPICAL
955	Trachycephalus_resinifictrix	NEOTROPICAL
956	Pelophylax_terentievi	PALEARTIC
957	Ptychohyla_acrochorda	NEOTROPICAL
958	Ophryophryne_synoria	MALASIA
959	Polypedates_teraiensis	MALASIA
960	Aplastodiscus_cochranae	NEOTROPICAL
961	Chiropterotriton_chondrostega	NEOTROPICAL
962	Hypsiboas_picturatus	NEOTROPICAL
963	Mantella_bernhardi	AFROTROPICAL
964	Scinax_manriquei	NEOTROPICAL
965	Oreolalax_pingii	MALASIA
966	Rana_psilonota	NEOTROPICAL
967	Nannophrys_guentheri	MALASIA
968	Kassina_mertensi	AFROTROPICAL
969	Hypsiboas_cipoensis	NEOTROPICAL
970	Stefania_satelles	NEOTROPICAL
971	Platymantis_cornutus	OCEANIA
972	Aphantophryne_sabini	AUSTRALIA
973	Pelophryne_misera	MALASIA
974	Pristimantis_lividus	NEOTROPICAL
975	Tepuihyla_edelcae	NEOTROPICAL
976	Rhacophorus_notater	MALASIA
977	Osteocephalus_oophagus	NEOTROPICAL
978	Leptodactylus_mystaceus	NEOTROPICAL
979	Pristimantis_platychilus	NEOTROPICAL
980	Hylarana_guentheri	MALASIA
981	Raorchestes_tuberohumerus	MALASIA
982	Boophis_englaenderi	AFROTROPICAL
983	Platypelis_tsaratananaensis	AFROTROPICAL
984	Dendropsophus_cerradensis	NEOTROPICAL
985	Scinax_jureia	NEOTROPICAL
986	Necturus_maculosus	NEARTIC
987	Eleutherodactylus_caribe	NEOTROPICAL
988	Nymphargus_grandisonae	NEOTROPICAL
989	Hyla_warreni	NEOTROPICAL
990	Microcaecilia_rabei	NEOTROPICAL
991	Caecilia_flavopunctata	NEOTROPICAL
992	Hyperolius_quadratomaculatus	AFROTROPICAL
993	Adenomera_cotuba	NEOTROPICAL
994	Hyla_heinzsteinitzi	PALEARTIC
995	Hynobius_yatsui	PALEARTIC
996	Platymantis_panayensis	OCEANIA
997	Aplastodiscus_leucopygius	NEOTROPICAL
998	Brachycephalus_toby	NEOTROPICAL
999	Typhlonectes_compressicauda	NEOTROPICAL
1000	Phrynobatrachus_batesii	AFROTROPICAL
1001	Nototriton_barbouri	NEOTROPICAL
1002	Xenorhina_obesa	AUSTRALIA
1003	Pelophryne_lighti	OCEANIA
1004	Oreophryne_frontifasciata	AUSTRALIA
1005	Pseudophilautus_silus	MALASIA
1006	Amolops_indoburmanensis	MALASIA
1007	Aneides_lugubris	NEARTIC
1008	Leptodactylus_elenae	NEOTROPICAL
1009	Oedipina_nimaso	NEOTROPICAL
1010	Pristimantis_padrecarlosi	NEOTROPICAL
1011	Hyperolius_torrentis	AFROTROPICAL
1012	Hyperolius_rubrovermiculatus	AFROTROPICAL
1013	Telmatobius_cirrhacelis	NEOTROPICAL
1014	Pristimantis_marahuaka	NEOTROPICAL
1015	Plectrohyla_calthula	NEOTROPICAL
1016	Caecilia_thompsoni	NEOTROPICAL
1017	Ramanella_minor	MALASIA
1018	Cophixalus_kulakula	AUSTRALIA
1019	Eleutherodactylus_brittoni	NEOTROPICAL
1020	Hypsiboas_cinerascens	NEOTROPICAL
1021	Strabomantis_laticorpus	NEOTROPICAL
1022	Pristimantis_colomai	NEOTROPICAL
1023	Pristimantis_polemistes	NEOTROPICAL
1024	Rana_sevosa	NEARTIC
1025	Necturus_punctatus	NEARTIC
1026	Gracixalus_quangi	MALASIA
1027	Atelopus_vermiculatus	NEOTROPICAL
1028	Nanorana_ercepeae	MALASIA
1029	Eleutherodactylus_inoptatus	NEOTROPICAL
1030	Megophrys_montana	MALASIA
1031	Dendropsophus_dutrai	NEOTROPICAL
1032	Engystomops_pustulosus	NEOTROPICAL
1033	Pristimantis_orphnolaimus	NEOTROPICAL
1034	Arthroleptella_subvoce	AFROTROPICAL
1035	Rana_zhenhaiensis	MALASIA
1036	Synapturanus_mirandaribeiroi	NEOTROPICAL
1037	Pristimantis_caryophyllaceus	NEOTROPICAL
1038	Amietophrynus_xeros	AFROTROPICAL
1039	Hyperolius_chrysogaster	AFROTROPICAL
1040	Neobatrachus_pelobatoides	AUSTRALIA
1041	Oreophryne_zimmeri	OCEANIA
1042	Megaelosia_jordanensis	NEOTROPICAL
1043	Nymphargus_chami	NEOTROPICAL
1044	Atelopus_planispina	NEOTROPICAL
1045	Oreophryne_atrigularis	AUSTRALIA
1046	Rhacophorus_prasinatus	MALASIA
1047	Uperoleia_minima	AUSTRALIA
1048	Pseudophilautus_caeruleus	MALASIA
1049	Pseudophilautus_procax	MALASIA
1050	Rhinella_tacana	NEOTROPICAL
1051	Litoria_contrastens	AUSTRALIA
1052	Cophixalus_monosyllabus	AUSTRALIA
1053	Phrynopus_vestigiatus	NEOTROPICAL
1054	Ichthyophis_garoensis	MALASIA
1055	Pristimantis_philipi	NEOTROPICAL
1056	Physalaemus_signifer	NEOTROPICAL
1057	Allobates_crombiei	NEOTROPICAL
1058	Microhyla_mukhlesuri	MALASIA
1059	Ambystoma_flavipiperatum	NEOTROPICAL
1060	Pseudophilautus_sarasinorum	MALASIA
1061	Astylosternus_diadematus	AFROTROPICAL
1062	Arthroleptis_reichei	AFROTROPICAL
1063	Atelopus_famelicus	NEOTROPICAL
1064	Schistometopum_gregorii	AFROTROPICAL
1065	Callulina_hanseni	AFROTROPICAL
1066	Hypsiboas_rhythmicus	NEOTROPICAL
1067	Silverstoneia_minima	NEOTROPICAL
1068	Pristimantis_cristinae	NEOTROPICAL
1069	Pelophylax_bedriagae	PALEARTIC
1070	Leiopelma_pakeka	OCEANIA
1071	Cochranella_phryxa	NEOTROPICAL
1072	Oedipina_uniformis	NEOTROPICAL
1073	Craugastor_noblei	NEOTROPICAL
1074	Litoria_multicolor	AUSTRALIA
1075	Mantidactylus_bourgati	AFROTROPICAL
1076	Hypsiboas_goianus	NEOTROPICAL
1077	Pseudophilautus_simba	MALASIA
1078	Pseudoeurycea_exspectata	NEOTROPICAL
1079	Dendropsophus_amicorum	NEOTROPICAL
1080	Sphaenorhynchus_bromelicola	NEOTROPICAL
1081	Echinotriton_chinhaiensis	MALASIA
1082	Amolops_granulosus	MALASIA
1083	Bokermannohyla_flavopicta	NEOTROPICAL
1084	Odorrana_gigatympana	MALASIA
1085	Anodonthyla_hutchisoni	AFROTROPICAL
1086	Oedipina_complex	NEOTROPICAL
1087	Triprion_petasatus	NEOTROPICAL
1088	Bolitoglossa_rostrata	NEOTROPICAL
1089	Amolops_formosus	MALASIA
1090	Duttaphrynus_melanostictus	MALASIA
1091	Leptopelis_concolor	AFROTROPICAL
1092	Bolitoglossa_hiemalis	NEOTROPICAL
1093	Dendropsophus_bokermanni	NEOTROPICAL
1094	Craugastor_lineatus	NEOTROPICAL
1095	Semnodactylus_wealii	AFROTROPICAL
1096	Pristimantis_almendariz	NEOTROPICAL
1097	Leptophryne_cruentata	MALASIA
1098	Callulina_kisiwamsitu	AFROTROPICAL
1099	Eleutherodactylus_saxatilis	NEOTROPICAL
1100	Phrynobatrachus_cornutus	AFROTROPICAL
1101	Afrixalus_nigeriensis	AFROTROPICAL
1102	Duttaphrynus_manipurensis	MALASIA
1103	Bolitoglossa_suchitanensis	NEOTROPICAL
1104	Micrixalus_fuscus	MALASIA
1105	Pristimantis_mercedesae	NEOTROPICAL
1106	Psychrophrynella_iatamasi	NEOTROPICAL
1107	Hyalinobatrachium_orocostale	NEOTROPICAL
1108	Ameerega_peruviridis	NEOTROPICAL
1109	Kurixalus_appendiculatus	MALASIA
1110	Pristimantis_rhodoplichus	NEOTROPICAL
1111	Liuixalus_ocellatus	MALASIA
1112	Scinax_cabralensis	NEOTROPICAL
1113	Haddadus_plicifer	NEOTROPICAL
1114	Lepidobatrachus_asper	NEOTROPICAL
1115	Megophrys_nasuta	MALASIA
1116	Leptolalax_bourreti	MALASIA
1117	Rugosa_emelianjovi	PALEARTIC
1118	Pristimantis_capitonis	NEOTROPICAL
1119	Scinax_albicans	NEOTROPICAL
1120	Isthmohyla_infucata	NEOTROPICAL
1121	Scinax_cuspidatus	NEOTROPICAL
1122	Phrynobatrachus_alleni	AFROTROPICAL
1123	Engystomops_guayaco	NEOTROPICAL
1124	Hypodactylus_dolops	NEOTROPICAL
1125	Pristimantis_pteridophilus	NEOTROPICAL
1126	Centrolene_durrellorum	NEOTROPICAL
1127	Pristimantis_cordovae	NEOTROPICAL
1128	Bolitoglossa_subpalmata	NEOTROPICAL
1129	Gastrophryne_mazatlanensis	NEOTROPICAL
1130	Xenophrys_serchhipii	MALASIA
1131	Pristimantis_anemerus	NEOTROPICAL
1132	Pristimantis_siopelus	NEOTROPICAL
1133	Adenomera_engelsi	NEOTROPICAL
1134	Ichthyophis_daribokensis	MALASIA
1135	Leptobrachium_leishanense	MALASIA
1136	Necturus_beyeri	NEARTIC
1137	Hyperolius_horstockii	AFROTROPICAL
1138	Gephyromantis_runewsweeki	AFROTROPICAL
1139	Ctenophryne_carpish	NEOTROPICAL
1140	Phrynopus_interstinctus	NEOTROPICAL
1141	Pristimantis_walkeri	NEOTROPICAL
1142	Oreobates_lundbergi	NEOTROPICAL
1143	Telmatobius_hauthali	NEOTROPICAL
1144	Adelophryne_baturitensis	NEOTROPICAL
1145	Aromobates_serranus	NEOTROPICAL
1146	Platymantis_biak	OCEANIA
1147	Eleutherodactylus_bresslerae	NEOTROPICAL
1148	Rhinella_marina	NEOTROPICAL
1149	Heterixalus_luteostriatus	AFROTROPICAL
1150	Microhyla_palmipes	MALASIA
1151	Leptolalax_applebyi	MALASIA
1152	Blommersia_sarotra	AFROTROPICAL
1153	Oreophrynella_weiassipuensis	NEOTROPICAL
1154	Cochranella_granulosa	NEOTROPICAL
1155	Limnonectes_nitidus	MALASIA
1156	Telmatobufo_venustus	NEOTROPICAL
1157	Hyperolius_raymondi	AFROTROPICAL
1158	Leptodactylus_wagneri	NEOTROPICAL
1159	Nototriton_tomamorum	NEOTROPICAL
1160	Uperoleia_altissima	AUSTRALIA
1161	Litoria_pearsoniana	AUSTRALIA
1162	Pristimantis_adiastolus	NEOTROPICAL
1163	Oreobates_ibischi	NEOTROPICAL
1164	Scinax_proboscideus	NEOTROPICAL
1165	Uperoleia_daviesae	AUSTRALIA
1166	Rana_luteiventris	NEARTIC
1167	Pristimantis_chiastonotus	NEOTROPICAL
1168	Rhacophorus_hoanglienensis	MALASIA
1169	Pristimantis_curtipes	NEOTROPICAL
1170	Hynobius_glacialis	MALASIA
1171	Leptobrachium_ailaonicum	MALASIA
1172	Ptychadena_pumilio	AFROTROPICAL
1173	Proceratophrys_goyana	NEOTROPICAL
1174	Craugastor_inachus	NEOTROPICAL
1175	Platypelis_mavomavo	AFROTROPICAL
1176	Amietia_amieti	AFROTROPICAL
1177	Nymphargus_mixomaculatus	NEOTROPICAL
1178	Philautus_jacobsoni	MALASIA
1179	Hyloxalus_pulchellus	NEOTROPICAL
1180	Caudacaecilia_asplenia	MALASIA
1181	Dendrophryniscus_brevipollicatus	NEOTROPICAL
1182	Teratohyla_midas	NEOTROPICAL
1183	Ameerega_parvula	NEOTROPICAL
1184	Dendropsophus_bogerti	NEOTROPICAL
1185	Boophis_vittatus	AFROTROPICAL
1186	Craugastor_taylori	NEOTROPICAL
