ID	Species	zooregions
1273	Phrynobatrachus_ogoensis	AFROTROPICAL
1274	Leptolalax_platycephalus	MALASIA
1275	Ptychadena_submascareniensis	AFROTROPICAL
1276	Dendropsophus_garagoensis	NEOTROPICAL
1277	Phrynopus_bufoides	NEOTROPICAL
1278	Hyalinobatrachium_orientale	NEOTROPICAL
1279	Strabomantis_cornutus	NEOTROPICAL
1280	Pristimantis_ventrigranulosus	NEOTROPICAL
1281	Aromobates_duranti	NEOTROPICAL
1282	Stefania_ayangannae	NEOTROPICAL
1283	Hydromantes_brunus	NEARTIC
1284	Ghatixalus_asterops	MALASIA
1285	Leptodactylus_longirostris	NEOTROPICAL
1286	Boophis_mandraka	AFROTROPICAL
1287	Ischnocnema_verrucosa	NEOTROPICAL
1288	Nymphargus_laurae	NEOTROPICAL
1289	Hyperolius_kachalolae	AFROTROPICAL
1290	Psychrophrynella_quimsacruzis	NEOTROPICAL
1291	Ingerophrynus_galeatus	MALASIA
1292	Andinobates_minutus	NEOTROPICAL
1293	Craugastor_chac	NEOTROPICAL
1294	Litoria_tornieri	AUSTRALIA
1295	Scinax_v.signatus	NEOTROPICAL
1296	Litoria_bulmeri	AUSTRALIA
1297	Leptodactylus_paraensis	NEOTROPICAL
1298	Glandirana_minima	MALASIA
1299	Pristimantis_luscombei	NEOTROPICAL
1300	Litoria_auae	AUSTRALIA
1301	Amietophrynus_steindachneri	AFROTROPICAL
1302	Aphantophryne_pansa	AUSTRALIA
1303	Psychrophrynella_bagrecito	NEOTROPICAL
1304	Pristimantis_muscosus	NEOTROPICAL
1305	Hyloxalus_borjai	NEOTROPICAL
1306	Micrixalus_kottigeharensis	MALASIA
1307	Leptopelis_bocagii	AFROTROPICAL
1308	Eleutherodactylus_angustidigitorum	NEOTROPICAL
1309	Hylarana_grisea	AUSTRALIA
1310	Vandijkophrynus_gariepensis	AFROTROPICAL
1311	Leptodactylodon_mertensi	AFROTROPICAL
1312	Pseudophilautus_cavirostris	MALASIA
1313	Desmognathus_abditus	NEARTIC
1314	Nototriton_matama	NEOTROPICAL
1315	Adelophryne_gutturosa	NEOTROPICAL
1316	Gyrinophilus_porphyriticus	NEARTIC
1317	Pherohapsis_menziesi	AUSTRALIA
1318	Leptopelis_brevipes	AFROTROPICAL
1319	Occidozyga_celebensis	OCEANIA
1320	Pristimantis_turik	NEOTROPICAL
1321	Ischnocnema_surda	NEOTROPICAL
1322	Craugastor_rivulus	NEOTROPICAL
1323	Ambystoma_barbouri	NEARTIC
1324	Grandisonia_alternans	AFROTROPICAL
1325	Anhydrophryne_ngongoniensis	AFROTROPICAL
1326	Otophryne_robusta	NEOTROPICAL
1327	Leptobrachium_montanum	MALASIA
1328	Hyperolius_raveni	AFROTROPICAL
1329	Physalaemus_angrensis	NEOTROPICAL
1330	Caecilia_corpulenta	NEOTROPICAL
1331	Leptodactylus_pentadactylus	NEOTROPICAL
1332	Kassina_decorata	AFROTROPICAL
1333	Rhacophorus_rhodopus	MALASIA
1334	Leptobrachella_serasanae	MALASIA
1335	Ameerega_erythromos	NEOTROPICAL
1336	Epipedobates_anthonyi	NEOTROPICAL
1337	Litoria_hilli	AUSTRALIA
1338	Paratelmatobius_cardosoi	NEOTROPICAL
1339	Incilius_signifer	NEOTROPICAL
1340	Brachytarsophrys_platyparietus	MALASIA
1341	Copiula_minor	AUSTRALIA
1342	Leptopelis_mackayi	AFROTROPICAL
1343	Atelopus_ebenoides	NEOTROPICAL
1344	Quasipaa_fasciculispina	MALASIA
1345	Pseudis_fusca	NEOTROPICAL
1346	Hyloxalus_infraguttatus	NEOTROPICAL
1347	Leptolalax_maurus	MALASIA
1348	Leptopelis_parkeri	AFROTROPICAL
1349	Bolitoglossa_odonnelli	NEOTROPICAL
1350	Rana_forreri	NEOTROPICAL
1351	Smilisca_baudinii	NEOTROPICAL
1352	Glyphoglossus_molossus	MALASIA
1353	Litoria_raniformis	AUSTRALIA
1354	Ptychohyla_legleri	NEOTROPICAL
1355	Tsingymantis_antitra	AFROTROPICAL
1356	Rana_cascadae	NEARTIC
1357	Hyperolius_jackie	AFROTROPICAL
1358	Hyperolius_mosaicus	AFROTROPICAL
1359	Pristimantis_cajamarcensis	NEOTROPICAL
1360	Craugastor_silvicola	NEOTROPICAL
1361	Pseudoeurycea_ahuitzotl	NEOTROPICAL
1362	Dermophis_occidentalis	NEOTROPICAL
1363	Xenophrys_binchuanensis	MALASIA
1364	Diasporus_diastema	NEOTROPICAL
1365	Pleurodema_nebulosum	NEOTROPICAL
1366	Leptobrachella_parva	MALASIA
1367	Hylarana_mangyanum	OCEANIA
1368	Hemisus_microscaphus	AFROTROPICAL
1369	Hyperolius_guttulatus	AFROTROPICAL
1370	Boophis_anjanaharibeensis	AFROTROPICAL
1371	Allobates_nidicola	NEOTROPICAL
1372	Diasporus_tinker	NEOTROPICAL
1373	Pseudophilautus_dayawansai	MALASIA
1374	Hyloscirtus_caucanus	NEOTROPICAL
1375	Gastrotheca_guentheri	NEOTROPICAL
1376	Pristimantis_ardalonychus	NEOTROPICAL
1377	Caecilia_marcusi	NEOTROPICAL
1378	Pristimantis_aniptopalmatus	NEOTROPICAL
1379	Ranitomeya_fantastica	NEOTROPICAL
1380	Kassina_kuvangensis	AFROTROPICAL
1381	Physalaemus_obtectus	NEOTROPICAL
1382	Eleutherodactylus_aporostegus	NEOTROPICAL
1383	Atelopus_petriruizi	NEOTROPICAL
1384	Kalophrynus_robinsoni	MALASIA
1385	Mannophryne_trujillensis	NEOTROPICAL
1386	Platymantis_diesmosi	OCEANIA
1387	Ambystoma_andersoni	NEOTROPICAL
1388	Hamptophryne_boliviana	NEOTROPICAL
1389	Mantella_expectata	AFROTROPICAL
1390	Ophryophryne_hansi	MALASIA
1391	Astylosternus_ranoides	AFROTROPICAL
1392	Eleutherodactylus_probolaeus	NEOTROPICAL
1393	Odontophrynus_barrioi	NEOTROPICAL
1394	Cycloramphus_catarinensis	NEOTROPICAL
1395	Nectophrynoides_viviparus	AFROTROPICAL
1396	Hypsiboas_jaguariaiventris	NEOTROPICAL
1397	Proceratophrys_rotundipalpebra	NEOTROPICAL
1398	Mantella_pulchra	AFROTROPICAL
1399	Amazophrynella_vote	NEOTROPICAL
1400	Scinax_perpusillus	NEOTROPICAL
1401	Rana_johnsi	MALASIA
1402	Calyptocephalella_gayi	NEOTROPICAL
1403	Pristimantis_delius	NEOTROPICAL
1404	Ingerophrynus_biporcatus	MALASIA
1405	Raorchestes_ghatei	MALASIA
1406	Microbatrachella_capensis	AFROTROPICAL
1407	Leptodactylus_fallax	NEOTROPICAL
1408	Hylarana_moluccana	AUSTRALIA
1409	Pelophylax_cypriensis	PALEARTIC
1410	Zachaenus_roseus	NEOTROPICAL
1411	Pristimantis_tenebrionis	NEOTROPICAL
1412	Pseudohynobius_jinfo	MALASIA
1413	Rhacophorus_belalongensis	MALASIA
1414	Ambystoma_maculatum	NEARTIC
1415	Ischnocnema_penaxavantinho	NEOTROPICAL
1416	Hyalinobatrachium_cappellei	NEOTROPICAL
1417	Dendropsophus_juliani	NEOTROPICAL
1418	Scinax_kennedyi	NEOTROPICAL
1419	Odorrana_anlungensis	MALASIA
1420	Plethodontohyla_guentheri	AFROTROPICAL
1421	Platymantis_akarithymus	AUSTRALIA
1422	Xenorhina_lanthanites	AUSTRALIA
1423	Litoria_personata	AUSTRALIA
1424	Rana_macrocnemis	PALEARTIC
1425	Hylarana_latouchii	MALASIA
1426	Uperoleia_marmorata	AUSTRALIA
1427	Strongylopus_fasciatus	AFROTROPICAL
1428	Melanophryniscus_devincenzii	NEOTROPICAL
1429	Cycloramphus_lutzorum	NEOTROPICAL
1430	Pseudophilautus_adspersus	MALASIA
1431	Pristimantis_bellator	NEOTROPICAL
1432	Amietophrynus_djohongensis	AFROTROPICAL
1433	Dendropsophus_walfordi	NEOTROPICAL
1434	Boophis_goudotii	AFROTROPICAL
1435	Ceratophrys_cranwelli	NEOTROPICAL
1436	Hylarana_fonensis	AFROTROPICAL
1437	Hylarana_margariana	MALASIA
1438	Litoria_brongersmai	AUSTRALIA
1439	Atelopus_pachydermus	NEOTROPICAL
1440	Psychrophrynella_boettgeri	NEOTROPICAL
1441	Limnonectes_fujianensis	MALASIA
1442	Scaphiophryne_obscura	AFROTROPICAL
1443	Hylarana_malabarica	MALASIA
1444	Atelopus_spumarius	NEOTROPICAL
1445	Thorius_boreas	NEOTROPICAL
1446	Leptodactylus_albilabris	NEOTROPICAL
1447	Cynops_pyrrhogaster	PALEARTIC
1448	Albericus_fafniri	AUSTRALIA
1449	Hylarana_grandocula	OCEANIA
1450	Boophis_entingae	AFROTROPICAL
1451	Cyclorana_cryptotis	AUSTRALIA
1452	Eleutherodactylus_grabhami	NEOTROPICAL
1453	Pseudoeurycea_amuzga	NEOTROPICAL
1454	Tylototriton_pseudoverrucosus	MALASIA
1455	Plethodon_sherando	NEARTIC
1456	Adenomera_heyeri	NEOTROPICAL
1457	Thorius_dubitus	NEOTROPICAL
1458	Austrochaperina_kosarek	AUSTRALIA
1459	Telmatobius_laticeps	NEOTROPICAL
1460	Adenomera_araucaria	NEOTROPICAL
1461	Mantella_ebenaui	AFROTROPICAL
1462	Phrynobatrachus_minutus	AFROTROPICAL
1463	Chthonerpeton_indistinctum	NEOTROPICAL
1464	Dendropsophus_riveroi	NEOTROPICAL
1465	Pristimantis_penelopus	NEOTROPICAL
1466	Phrynobatrachus_ruthbeateae	AFROTROPICAL
1467	Phrynopus_juninensis	NEOTROPICAL
1468	Rhacophorus_borneensis	MALASIA
1469	Craugastor_sandersoni	NEOTROPICAL
1470	Bolitoglossa_sombra	NEOTROPICAL
1471	Bolitoglossa_peruviana	NEOTROPICAL
1472	Plethodon_richmondi	NEARTIC
1473	Charadrahyla_nephila	NEOTROPICAL
1474	Pristimantis_sternothylax	NEOTROPICAL
1475	Pristimantis_variabilis	NEOTROPICAL
1476	Meristogenys_amoropalamus	MALASIA
1477	Anaxyrus_kelloggi	NEARTIC
1478	Mantidactylus_femoralis	AFROTROPICAL
1479	Noblella_lochites	NEOTROPICAL
1480	Ischnocnema_sambaqui	NEOTROPICAL
1481	Chthonerpeton_braestrupi	NEOTROPICAL
1482	Afrixalus_upembae	AFROTROPICAL
1483	Eleutherodactylus_notidodes	NEOTROPICAL
1484	Phyllomedusa_neildi	NEOTROPICAL
1485	Ptychadena_arnei	AFROTROPICAL
1486	Eupsophus_insularis	NEOTROPICAL
1487	Pseudohynobius_kuankuoshuiensis	MALASIA
1488	Kalophrynus_bunguranus	MALASIA
1489	Indirana_tenuilingua	MALASIA
1490	Kaloula_taprobanica	MALASIA
1491	Pseudophryne_raveni	AUSTRALIA
1492	Kassina_fusca	AFROTROPICAL
1493	Odorrana_leporipes	MALASIA
1494	Pseudophryne_semimarmorata	AUSTRALIA
1495	Hyperolius_pusillus	AFROTROPICAL
1496	Euphlyctis_aloysii	MALASIA
1497	Chiromantis_cherrapunjiae	MALASIA
1498	Physalaemus_irroratus	NEOTROPICAL
1499	Ingerana_tenasserimensis	MALASIA
1500	Scinax_constrictus	NEOTROPICAL
1501	Leptobrachium_pullum	MALASIA
1502	Psychrophrynella_katantika	NEOTROPICAL
1503	Polypedates_assamensis	MALASIA
1504	Bolitoglossa_robusta	NEOTROPICAL
1505	Xenophrys_damrei	MALASIA
1506	Hyloxalus_patitae	NEOTROPICAL
1507	Eleutherodactylus_rivularis	NEOTROPICAL
1508	Ecnomiohyla_salvaje	NEOTROPICAL
1509	Leptobrachella_mjobergi	MALASIA
1510	Ambystoma_tigrinum	NEARTIC
1511	Ischnocnema_juipoca	NEOTROPICAL
1512	Ambystoma_opacum	NEARTIC
1513	Alexteroon_jynx	AFROTROPICAL
1514	Bolitoglossa_digitigrada	NEOTROPICAL
1515	Pelophylax_fukienensis	MALASIA
1516	Odorrana_nanjiangensis	MALASIA
1517	Hylodes_mertensi	NEOTROPICAL
1518	Craugastor_vocalis	NEOTROPICAL
1519	Eleutherodactylus_schmidti	NEOTROPICAL
1520	Celsiella_vozmedianoi	NEOTROPICAL
1521	Eleutherodactylus_richmondi	NEOTROPICAL
1522	Rana_chichicuahutla	NEOTROPICAL
1523	Plethodon_nettingi	NEARTIC
1524	Scolecomorphus_kirkii	AFROTROPICAL
1525	Notaden_bennettii	AUSTRALIA
1526	Rhombophryne_laevipes	AFROTROPICAL
1527	Incilius_cavifrons	NEOTROPICAL
1528	Desmognathus_folkertsi	NEARTIC
1529	Craugastor_daryi	NEOTROPICAL
1530	Chiropterotriton_chiropterus	NEOTROPICAL
1531	Litoria_pygmaea	AUSTRALIA
1532	Leptodactylus_sertanejo	NEOTROPICAL
1533	Platymantis_vitianus	AFROTROPICAL
1534	Plethodon_meridianus	NEARTIC
1535	Pristimantis_lythrodes	NEOTROPICAL
1536	Gephyromantis_malagasius	AFROTROPICAL
1537	Osteocephalus_mutabor	NEOTROPICAL
1538	Mucubatrachus_rhigophilus	NEOTROPICAL
1539	Platymantis_macrops	AUSTRALIA
1540	Leptolalax_dringi	MALASIA
1541	Desmognathus_ocoee	NEARTIC
1542	Leptopelis_aubryi	AFROTROPICAL
1543	Centrolene_buckleyi	NEOTROPICAL
1544	Arthroleptis_fichika	AFROTROPICAL
1545	Nymphargus_chancas	NEOTROPICAL
1546	Leptopelis_boulengeri	AFROTROPICAL
1547	Afrixalus_schneideri	AFROTROPICAL
1548	Plectrohyla_psarosema	NEOTROPICAL
1549	Ameerega_smaragdina	NEOTROPICAL
1550	Scutiger_brevipes	MALASIA
1551	Leiopelma_hochstetteri	OCEANIA
1552	Ichthyophis_orthoplicatus	MALASIA
1553	Sechellophryne_gardineri	AFROTROPICAL
1554	Sanguirana_igorota	OCEANIA
1555	Gastrotheca_peruana	NEOTROPICAL
1556	Pseudoeurycea_mixteca	NEOTROPICAL
1557	Hynobius_quelpaertensis	PALEARTIC
1558	Litoria_kumae	AUSTRALIA
1559	Ameerega_pulchripecta	NEOTROPICAL
1560	Adelphobates_castaneoticus	NEOTROPICAL
1561	Platymantis_batantae	AUSTRALIA
1562	Quasipaa_verrucospinosa	MALASIA
1563	Cophixalus_humicola	AUSTRALIA
1564	Aplastodiscus_cavicola	NEOTROPICAL
1565	Pristimantis_thectopternus	NEOTROPICAL
1566	Oreophryne_parkeri	AUSTRALIA
1567	Odorrana_banaorum	MALASIA
1568	Telmatobius_degener	NEOTROPICAL
1569	Phyllobates_peruvianus	NEOTROPICAL
1570	Chiropterotriton_terrestris	NEOTROPICAL
1571	Thoropa_petropolitana	NEOTROPICAL
1572	Nyctimantis_rugiceps	NEOTROPICAL
1573	Nyctibatrachus_periyar	MALASIA
1574	Hypsiboas_riojanus	NEOTROPICAL
1575	Ambystoma_mavortium	NEARTIC
1576	Pristimantis_hectus	NEOTROPICAL
1577	Xenophrys_nankiangensis	MALASIA
1578	Pleurodema_brachyops	NEOTROPICAL
1579	Plectrohyla_glandulosa	NEOTROPICAL
1580	Litoria_megalops	AUSTRALIA
1581	Aromobates_alboguttatus	NEOTROPICAL
1582	Platymantis_cheesmanae	AUSTRALIA
1583	Nyctibates_corrugatus	AFROTROPICAL
1584	Nyctimystes_foricula	AUSTRALIA
1585	Phyllomedusa_tetraploidea	NEOTROPICAL
1586	Hyperolius_argus	AFROTROPICAL
1587	Nototriton_picucha	NEOTROPICAL
1588	Sachatamia_punctulata	NEOTROPICAL
1589	Amietophrynus_brauni	AFROTROPICAL
1590	Boophis_sambirano	AFROTROPICAL
1591	Gastrotheca_plumbea	NEOTROPICAL
1592	Plectrohyla_avia	NEOTROPICAL
1593	Anhydrophryne_hewitti	AFROTROPICAL
1594	Austrochaperina_pluvialis	AUSTRALIA
1595	Hyperolius_viridis	AFROTROPICAL
1596	Raorchestes_ponmudi	MALASIA
1597	Pelobates_varaldii	PALEARTIC
1598	Hynobius_takedai	PALEARTIC
1599	Limnonectes_grunniens	AUSTRALIA
1600	Nectophrynoides_paulae	AFROTROPICAL
1601	Amolops_cucae	MALASIA
1602	Platymantis_wuenscheorum	AUSTRALIA
1603	Scaphiophryne_calcarata	AFROTROPICAL
1604	Pristimantis_satagius	NEOTROPICAL
1605	Eleutherodactylus_albipes	NEOTROPICAL
1606	Eleutherodactylus_atkinsi	NEOTROPICAL
1607	Uperoleia_inundata	AUSTRALIA
1608	Raorchestes_menglaensis	MALASIA
1609	Incilius_canaliferus	NEOTROPICAL
1610	Oreophryne_oviprotector	AUSTRALIA
1611	Leptodactylus_petersii	NEOTROPICAL
1612	Pseudis_paradoxa	NEOTROPICAL
1613	Cophixalus_hosmeri	AUSTRALIA
1614	Hypsiboas_varelae	NEOTROPICAL
1615	Oreophryne_brachypus	AUSTRALIA
1616	Pristimantis_vicarius	NEOTROPICAL
1617	Pristimantis_achuar	NEOTROPICAL
1618	Allobates_olfersioides	NEOTROPICAL
1619	Xenopus_petersii	AFROTROPICAL
1620	Pristimantis_luteolateralis	NEOTROPICAL
1621	Brasilotyphlus_braziliensis	NEOTROPICAL
1622	Mantella_aurantiaca	AFROTROPICAL
1623	Anomaloglossus_verbeeksnyderorum	NEOTROPICAL
1624	Phrynobatrachus_bullans	AFROTROPICAL
1625	Centrolene_medemi	NEOTROPICAL
1626	Hypodactylus_mantipus	NEOTROPICAL
1627	Hyperolius_quinquevittatus	AFROTROPICAL
1628	Leptodactylus_riveroi	NEOTROPICAL
1629	Microcaecilia_supernumeraria	NEOTROPICAL
1630	Pseudophilautus_regius	MALASIA
1631	Ptychadena_nilotica	AFROTROPICAL
1632	Epicrionops_marmoratus	NEOTROPICAL
1633	Theloderma_corticale	MALASIA
1634	Barygenys_resima	AUSTRALIA
1635	Werneria_submontana	AFROTROPICAL
1636	Eurycea_neotenes	NEARTIC
1637	Hyperolius_benguellensis	AFROTROPICAL
1638	Dendropsophus_luddeckei	NEOTROPICAL
1639	Brachycephalus_pernix	NEOTROPICAL
1640	Boophis_miniatus	AFROTROPICAL
1641	Scinax_pinima	NEOTROPICAL
1642	Arthroleptis_francei	AFROTROPICAL
1643	Agalychnis_moreletii	NEOTROPICAL
1644	Otophryne_pyburni	NEOTROPICAL
1645	Epipedobates_machalilla	NEOTROPICAL
1646	Ambystoma_bishopi	NEARTIC
1647	Atelopus_nepiozomus	NEOTROPICAL
1648	Holoaden_bradei	NEOTROPICAL
1649	Pseudophilautus_rus	MALASIA
1650	Philautus_ingeri	MALASIA
1651	Staurois_parvus	MALASIA
1652	Spinomantis_bertini	AFROTROPICAL
1653	Litoria_hunti	AUSTRALIA
1654	Phrynobatrachus_villiersi	AFROTROPICAL
1655	Polypedates_iskandari	OCEANIA
1656	Crossodactylus_gaudichaudii	NEOTROPICAL
1657	Osteocephalus_duellmani	NEOTROPICAL
1658	Incilius_perplexus	NEOTROPICAL
1659	Atelopus_andinus	NEOTROPICAL
1660	Mantella_viridis	AFROTROPICAL
1661	Paratelmatobius_poecilogaster	NEOTROPICAL
1662	Platymantis_polillensis	OCEANIA
1663	Phrynobatrachus_latifrons	AFROTROPICAL
1664	Raorchestes_kaikatti	MALASIA
1665	Hyperolius_ghesquieri	AFROTROPICAL
1666	Scythrophrys_sawayae	NEOTROPICAL
1667	Paracassina_kounhiensis	AFROTROPICAL
1668	Crossodactylodes_bokermanni	NEOTROPICAL
1669	Afrixalus_clarkei	AFROTROPICAL
1670	Pelophylax_caralitanus	PALEARTIC
1671	Petropedetes_dutoiti	AFROTROPICAL
1672	Leptopelis_barbouri	AFROTROPICAL
1673	Pristimantis_caliginosus	NEOTROPICAL
1674	Afrixalus_orophilus	AFROTROPICAL
1675	Telmatobius_zapahuirensis	NEOTROPICAL
1676	Scinax_lindsayi	NEOTROPICAL
1677	Hyloxalus_breviquartus	NEOTROPICAL
1678	Adenomera_hylaedactyla	NEOTROPICAL
1679	Craugastor_longirostris	NEOTROPICAL
1680	Raorchestes_charius	MALASIA
1681	Pseudophilautus_zimmeri	MALASIA
1682	Scinax_caldarum	NEOTROPICAL
1683	Eleutherodactylus_pictissimus	NEOTROPICAL
1684	Eleutherodactylus_thorectes	NEOTROPICAL
1685	Phrynobatrachus_schioetzi	AFROTROPICAL
1686	Pristimantis_sobetes	NEOTROPICAL
1687	Petropedetes_palmipes	AFROTROPICAL
1688	Andinobates_fulguritus	NEOTROPICAL
1689	Xenophrys_baluensis	MALASIA
1690	Eurycea_spelaea	NEARTIC
1691	Atelopus_mindoensis	NEOTROPICAL
1692	Fritziana_ohausi	NEOTROPICAL
1693	Fejervarya_nilagirica	MALASIA
1694	Phrynopus_dagmarae	NEOTROPICAL
1695	Eleutherodactylus_dennisi	NEOTROPICAL
1696	Colostethus_dysprosium	NEOTROPICAL
1697	Pseudophilautus_decoris	MALASIA
1698	Boophis_albipunctatus	AFROTROPICAL
1699	Anodonthyla_montana	AFROTROPICAL
1700	Pelobates_syriacus	PALEARTIC
1701	Oedipina_elongata	NEOTROPICAL
1702	Tylototriton_hainanensis	MALASIA
1703	Amolops_spinapectoralis	MALASIA
1704	Scinax_belloni	NEOTROPICAL
1705	Gastrotheca_andaquiensis	NEOTROPICAL
1706	Hylarana_nigrovittata	MALASIA
1707	Meristogenys_poecilus	MALASIA
1708	Rhombophryne_alluaudi	AFROTROPICAL
1709	Allobates_juanii	NEOTROPICAL
1710	Eleutherodactylus_grandis	NEOTROPICAL
1711	Astylosternus_schioetzi	AFROTROPICAL
1712	Pleurodema_borellii	NEOTROPICAL
1713	Elachistocleis_matogrosso	NEOTROPICAL
1714	Xenophrys_shuichengensis	MALASIA
1715	Ansonia_glandulosa	MALASIA
1716	Pristimantis_sanguineus	NEOTROPICAL
1717	Heterixalus_madagascariensis	AFROTROPICAL
1718	Rhinella_sclerocephala	NEOTROPICAL
1719	Ambystoma_laterale	NEARTIC
1720	Amietia_inyangae	AFROTROPICAL
1721	Alsodes_hugoi	NEOTROPICAL
1722	Lissotriton_italicus	PALEARTIC
1723	Kalophrynus_heterochirus	MALASIA
1724	Ghatophryne_rubigina	MALASIA
1725	Nanorana_liebigii	MALASIA
1726	Dendropsophus_robertmertensi	NEOTROPICAL
1727	Mantophryne_infulata	AUSTRALIA
1728	Oreophryne_wapoga	AUSTRALIA
1729	Rhombophryne_testudo	AFROTROPICAL
1730	Duellmanohyla_lythrodes	NEOTROPICAL
1731	Isthmohyla_insolita	NEOTROPICAL
1732	Hynobius_leechii	PALEARTIC
1733	Hyperolius_inornatus	AFROTROPICAL
1734	Eleutherodactylus_blairhedgesi	NEOTROPICAL
1735	Phrynobatrachus_africanus	AFROTROPICAL
1736	Nototriton_brodiei	NEOTROPICAL
1737	Tylototriton_ziegleri	MALASIA
1738	Myersiohyla_neblinaria	NEOTROPICAL
1739	Nanorana_taihangnica	MALASIA
1740	Eleutherodactylus_erythroproctus	NEOTROPICAL
1741	Microhyla_pulverata	MALASIA
1742	Werneria_iboundji	AFROTROPICAL
1743	Pristimantis_ramagii	NEOTROPICAL
1744	Osteocephalus_festae	NEOTROPICAL
1745	Elachistocleis_haroi	NEOTROPICAL
1746	Boophis_periegetes	AFROTROPICAL
1747	Hynobius_fuca	MALASIA
1748	Boophis_picturatus	AFROTROPICAL
1749	Pristimantis_urichi	NEOTROPICAL
1750	Osornophryne_occidentalis	NEOTROPICAL
1751	Eleutherodactylus_nitidus	NEOTROPICAL
1752	Eleutherodactylus_varleyi	NEOTROPICAL
1753	Afrixalus_vittiger	AFROTROPICAL
1754	Pristimantis_acuminatus	NEOTROPICAL
1755	Neobatrachus_sudelli	AUSTRALIA
1756	Spea_multiplicata	NEARTIC
1757	Tepuihyla_exophthalma	NEOTROPICAL
1758	Cophixalus_pakayakulangun	AUSTRALIA
1759	Pseudopaludicola_canga	NEOTROPICAL
1760	Litoria_xanthomera	AUSTRALIA
1761	Oreophryne_habbemensis	AUSTRALIA
1762	Peltophryne_gundlachi	NEOTROPICAL
1763	Hypodactylus_latens	NEOTROPICAL
1764	Limnonectes_macrocephalus	OCEANIA
1765	Pristimantis_leptolophus	NEOTROPICAL
1766	Rhinella_achalensis	NEOTROPICAL
1767	Nannophryne_variegata	NEOTROPICAL
1768	Scinax_kautskyi	NEOTROPICAL
1769	Hyperolius_cinnamomeoventris	AFROTROPICAL
1770	Hynobius_boulengeri	PALEARTIC
1771	Brachycephalus_margaritatus	NEOTROPICAL
1772	Pristimantis_samaipatae	NEOTROPICAL
1773	Cryptobatrachus_nicefori	NEOTROPICAL
1774	Amietophrynus_danielae	AFROTROPICAL
1775	Aparasphenodon_pomba	NEOTROPICAL
1776	Gastrotheca_walkeri	NEOTROPICAL
1777	Microcaecilia_unicolor	NEOTROPICAL
1778	Cochranella_riveroi	NEOTROPICAL
1779	Alsodes_kaweshkari	NEOTROPICAL
1780	Boophis_albilabris	AFROTROPICAL
1781	Pristimantis_zophus	NEOTROPICAL
1782	Caecilia_perdita	NEOTROPICAL
1783	Leptolalax_heteropus	MALASIA
1784	Rhinella_amboroensis	NEOTROPICAL
1785	Hyperolius_howelli	AFROTROPICAL
1786	Adenomera_marmorata	NEOTROPICAL
1787	Mantella_milotympanum	AFROTROPICAL
1788	Fejervarya_nicobariensis	MALASIA
1789	Psychrophrynella_chacaltaya	NEOTROPICAL
1790	Eleutherodactylus_andrewsi	NEOTROPICAL
1791	Leptodactylus_poecilochilus	NEOTROPICAL
1792	Craugastor_monnichorum	NEOTROPICAL
1793	Oreobates_pereger	NEOTROPICAL
1794	Fejervarya_modesta	MALASIA
1795	Craugastor_spatulatus	NEOTROPICAL
1796	Arthroleptis_crusculum	AFROTROPICAL
1797	Pristimantis_diogenes	NEOTROPICAL
1798	Desmognathus_conanti	NEARTIC
1799	Duttaphrynus_stuarti	MALASIA
1800	Plethodon_wehrlei	NEARTIC
1801	Pristimantis_altamazonicus	NEOTROPICAL
1802	Eleutherodactylus_simulans	NEOTROPICAL
1803	Craugastor_matudai	NEOTROPICAL
1804	Hylarana_attigua	MALASIA
1805	Neurergus_strauchii	PALEARTIC
1806	Exerodonta_catracha	NEOTROPICAL
1807	Thorius_magnipes	NEOTROPICAL
1808	Mixophyes_fasciolatus	AUSTRALIA
1809	Lepidobatrachus_laevis	NEOTROPICAL
1810	Tomopterna_marmorata	AFROTROPICAL
1811	Ichthyophis_biangularis	MALASIA
1812	Raorchestes_tinniens	MALASIA
1813	Osteopilus_wilderi	NEOTROPICAL
1814	Theloderma_rhododiscus	MALASIA
1815	Oreophryne_alticola	AUSTRALIA
1816	Pristimantis_flavobracatus	NEOTROPICAL
1817	Limnonectes_kuhlii	MALASIA
1818	Dendrophryniscus_proboscideus	NEOTROPICAL
1819	Scutiger_adungensis	MALASIA
1820	Thorius_minutissimus	NEOTROPICAL
1821	Sphaenorhynchus_platycephalus	NEOTROPICAL
1822	Pristimantis_conspicillatus	NEOTROPICAL
1823	Batrachuperus_yenyuanensis	MALASIA
1824	Odontophrynus_maisuma	NEOTROPICAL
1825	Hyperolius_major	AFROTROPICAL
1826	Limnonectes_limborgi	MALASIA
1827	Cophixalus_aenigma	AUSTRALIA
1828	Pristimantis_dorsopictus	NEOTROPICAL
1829	Cophixalus_bombiens	AUSTRALIA
1830	Cacosternum_namaquense	AFROTROPICAL
1831	Incilius_porteri	NEOTROPICAL
1832	Rhinella_gnustae	NEOTROPICAL
1833	Ansonia_minuta	MALASIA
1834	Gephyromantis_moseri	AFROTROPICAL
1835	Hypsiboas_cymbalum	NEOTROPICAL
1836	Hypsiboas_benitezi	NEOTROPICAL
1837	Hypsiboas_semiguttatus	NEOTROPICAL
1838	Litoria_corbeni	AUSTRALIA
1839	Chrysobatrachus_cupreonitens	AFROTROPICAL
1840	Eupsophus_septentrionalis	NEOTROPICAL
1841	Barygenys_atra	AUSTRALIA
1842	Platymantis_ingeri	OCEANIA
