ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
211	Bolitoglossa_chica	4	0.668875004	0.668875004	0	-79	20.62417879	24.18960115	0.121147189	0	0	1	0
212	Leptopelis_oryi	11	0.949973168	0.949973168	3.136363636	30.04545455	21.5986908	25.26353206	0.08208163	0	0.003	1	0
213	Xenophrys_huangshanensis	2	2.013126242	2.013126242	30	118.5	15.2498201	19.8134104	0.056672927	0	0.475	1	0
214	Telmatobius_arequipensis	6	5.96312962	5.96312962	-16	-71.5	8.451304914	12.61372715	0.015174488	1	1	0	1
215	Ansonia_endauensis	1	1.346758203	1.346758203	2.5	103.5	26.25890497	29.51281339	0.052524009	0.011	0.632	0	0
216	Hyloxalus_sauli	8	1.66579344	1.66579344	-1	-77	19.65448609	23.77039686	0.052571086	0.005	0.61	0	0
217	Boophis_burgeri	2	0.844731885	0.844731885	-19	48.5	20.44031473	23.69085819	0.078530979	0	0.006	1	0
218	Phrynobatrachus_danko	1	0.966669562	0.966669562	6.5	10.5	20.87126425	24.70171755	0.09005741	0	0	1	0
219	Eurycea_troglodytes	1	1.353666936	1.353666936	29.5	-99.5	19.4362703	23.71438554	0.075247377	0	0.019	1	0
220	Boulengerula_fischeri	2	2.110239725	2.110239725	-2.5	29	17.54278573	21.46707923	0.037192869	0.493	0.998	0	1
221	Eupsophus_contulmoensis	4	1.848182484	1.848182484	-38	-73	12.50212408	16.0667913	0.04821855	0.079	0.797	0	0
222	Hyla_annectans	129	4.737693282	4.737693282	25.84883721	102.4069767	14.31059899	18.58941819	0.021503428	0.994	1	0	1
223	Cynops_chenggongensis	1	0.941308948	0.941308948	24.5	101.5	12.90401892	17.31662731	0.106539468	0	0	1	0
224	Gymnopis_multiplicata	29	0.857634119	0.857634119	12.39655172	-84.36206897	25.19395377	28.25026584	0.072727652	0	0.053	1	0
225	Ichthyophis_khumhzi	1	0.597255007	0.597255007	24.5	93.5	20.91698989	24.9881873	0.1514781	0	0	1	0
226	Microhyla_orientalis	1	2.755401709	2.755401709	-8.5	115.5	26.91365112	30.00075067	0.028009523	0.888	1	0	1
227	Hyperolius_bicolor	1	3.391787737	3.391787737	-7.5	15.5	21.94210131	25.83700015	0.026098457	0.924	1	0	1
228	Odorrana_splendida	1	2.782103681	2.782103681	28.5	129.5	22.00448872	24.9680187	0.025980778	0.941	1	0	1
229	Alytes_maurus	4	1.426172347	1.426172347	35	-5	19.23672437	23.47589657	0.064617658	0	0.194	1	0
230	Bokermannohyla_luctuosa	8	2.18158996	2.18158996	-23.5	-47	19.76578049	23.65286378	0.043457713	0.239	0.928	0	0
231	Xenophrys_aceras	55	0.815469326	0.815469326	2.518181818	100.7181818	25.29590498	28.63476924	0.097485908	0	0	1	0
232	Rhinella_magnussoni	4	0.662767143	0.662767143	-2.75	-55.25	25.16303012	29.73481962	0.146766656	0	0	1	0
233	Callulops_mediodiscus	1	3.877456562	3.877456562	-6.5	141.5	23.94694162	27.29436825	0.01918455	1	1	0	1
234	Mannophryne_cordilleriana	1	1.167832082	1.167832082	8.5	-70.5	23.3985216	28.35520292	0.096462368	0	0	1	0
235	Liophryne_rhododactyla	4	2.638675084	2.638675084	-8	147	23.53439466	26.78886977	0.028683133	0.873	1	0	1
236	Hylodes_heyeri	4	1.335026485	1.335026485	-25	-48	21.35658616	24.85768688	0.058277674	0	0.393	1	0
237	Platymantis_insulatus	1	1.290718601	1.290718601	11.5	123.5	26.76975997	29.88085409	0.05738948	0	0.413	1	0
238	Acris_blanchardi	1	1.516228984	1.516228984	38.5	-90.5	13.32152631	18.406125	0.079844057	0	0.006	1	0
239	Vandijkophrynus_robinsoni	16	0.574154312	0.574154312	-29.5625	18.0625	19.56868857	23.29041722	0.150746633	0	0	1	0
240	Pristimantis_ocellatus	7	2.293763668	2.293763668	1.5	-77.5	19.53076144	23.27607582	0.036284997	0.551	1	0	1
241	Oophaga_histrionica	9	1.734279043	1.734279043	5.277777778	-76.94444444	23.10488277	26.61521981	0.04497978	0.172	0.886	0	0
242	Bolitoglossa_cerroensis	2	1.36348724	1.36348724	9.5	-84	25.55372881	28.64637774	0.050404235	0.036	0.726	0	0
243	Leptophryne_borbonica	63	1.060497364	1.060497364	1.468253968	103.8809524	25.05394374	28.45706646	0.076404463	0	0.025	1	0
244	Eupsophus_calcaratus	39	2.317078318	2.317078318	-44.42307692	-73.47435897	7.841543799	11.18242292	0.029425508	0.832	1	0	1
245	Eurycea_tridentifera	1	1.002801303	1.002801303	29.5	-98.5	19.78461933	23.95664941	0.096752921	0	0	1	0
246	Raorchestes_chlorosomma	1	4.143476547	4.143476547	10.5	77.5	24.3327451	27.89788118	0.020009801	0.999	1	0	1
247	Pachytriton_brevipes	64	1.869577564	1.869577564	26.296875	115.078125	17.50817425	21.63651093	0.046003448	0.132	0.861	0	0
248	Bokermannohyla_capra	1	1.104481856	1.104481856	-13.5	-39.5	23.32200981	26.77504916	0.0694753	0	0.089	1	0
249	Batrachoseps_stebbinsi	3	1.32325068	1.32325068	35.5	-118.5	15.37539973	19.54267362	0.078731754	0	0.013	1	0
250	Nymphargus_armatus	1	1.786727774	1.786727774	4.5	-76.5	20.7589816	24.46204692	0.041450806	0.304	0.963	0	1
251	Cochranella_megista	6	0.218603133	0.218603133	5.5	-76	20.21986769	24.13119781	0.365150593	0	0	1	0
252	Pseudoeurycea_robertsi	1	2.680259312	2.680259312	19.5	-99.5	11.72289859	16.23601239	0.035079891	0.584	1	0	1
253	Hypsiboas_calcaratus	432	1.574756091	1.574756091	-2.030092593	-64.19212963	24.56329316	29.0270994	0.060310674	0	0.305	1	0
254	Microhyla_fowleri	1	1.941203924	1.941203924	18.5	98.5	22.52470555	26.13193658	0.037164885	0.506	0.999	0	1
255	Philautus_longicrus	5	1.647257755	1.647257755	7.7	117.1	26.76159235	29.87849197	0.046150605	0.137	0.877	0	0
256	Atretochoana_eiselti	2	1.415382847	1.415382847	-5	-56	25.27730545	29.59152409	0.066262893	0	0.152	1	0
257	Physalaemus_insperatus	1	1.847085912	1.847085912	-25.5	-49.5	18.48419768	22.37557207	0.050161051	0.04	0.718	0	0
258	Hyperolius_nitidulus	326	1.89891747	1.89891747	10.23006135	1.806748466	25.3237703	29.30792654	0.04768454	0.09	0.843	0	0
259	Oreophryne_rookmaakeri	2	3.058581751	3.058581751	-8.5	122	27.13061543	30.18603393	0.024365019	0.955	1	0	1
260	Dendropsophus_leali	212	1.62171416	1.62171416	-8.320754717	-66.06132075	24.93567499	29.69308724	0.061116045	0	0.299	1	0
261	Phasmahyla_exilis	6	1.075628488	1.075628488	-17.83333333	-40	23.71793312	26.91290939	0.061881966	0	0.244	1	0
262	Amolops_lifanensis	4	3.442016191	3.442016191	31	103	5.112440041	9.760603219	0.029356929	0.838	1	0	1
263	Pseudophilautus_macropus	1	2.489750937	2.489750937	7.5	80.5	26.60315203	29.71601507	0.028415247	0.872	1	0	1
264	Odorrana_utsunomiyaorum	2	2.574660924	2.574660924	24.5	124	23.7606659	26.63289306	0.024251629	0.959	1	0	1
265	Rhacophorus_arboreus	37	1.631414693	1.631414693	36.71621622	137.5540541	13.81010265	17.6366929	0.049905652	0.04	0.724	0	0
266	Fejervarya_kudremukhensis	1	2.859623917	2.859623917	12.5	75.5	24.567603	27.95190031	0.028178009	0.885	1	0	1
267	Mantidactylus_charlotteae	23	1.51743296	1.51743296	-20.10869565	48.5	22.21685774	25.42018922	0.047977729	0.093	0.798	0	0
268	Werneria_bambutensis	5	2.80609766	2.80609766	5.7	9.9	21.95212153	25.64793682	0.028022677	0.885	1	0	1
269	Craugastor_fitzingeri	49	1.415432034	1.415432034	9.642857143	-81.58163265	25.13975327	28.25283623	0.054984678	0	0.548	0	0
270	Proceratophrys_moehringi	2	2.014983687	2.014983687	-20	-40.5	23.21700097	26.18673166	0.032751638	0.72	1	0	1
271	Scaphiophryne_brevis	20	1.536154791	1.536154791	-23.3	44.95	23.55443133	27.03751114	0.049291339	0.061	0.765	0	0
272	Craugastor_catalinae	1	0.605859862	0.605859862	8.5	-82.5	24.88733599	27.81558488	0.096664231	0	0	1	0
273	Uperodon_globulosus	186	3.827253334	3.827253334	19.37096774	82.46236559	23.54613081	27.38950528	0.021366217	0.994	1	0	1
274	Breviceps_sopranus	6	1.158110485	1.158110485	-27.5	32	19.83967472	23.96743126	0.074254511	0	0.025	1	0
275	Liophryne_allisoni	1	3.751055558	3.751055558	-7.5	146.5	22.45968478	25.7636921	0.021483431	0.991	1	0	1
276	Centrolene_venezuelense	4	1.360774843	1.360774843	8	-72	21.39359699	26.35867499	0.072974277	0	0.035	1	0
277	Scinax_pachycrus	46	0.83026389	0.83026389	-11.7826087	-40.23913043	23.0504709	26.94553584	0.111698994	0	0	1	0
278	Latonia_nigriventer	1	3.30585078	3.30585078	33.5	35.5	19.0212244	23.00652109	0.024110566	0.968	1	0	1
279	Pristimantis_rhodostichus	4	1.374433319	1.374433319	-5	-79	21.509711	25.21919582	0.062765569	0	0.241	1	0
280	Thoropa_lutzi	6	1.084862312	1.084862312	-21.83333333	-42.16666667	21.82715436	25.1453239	0.076465223	0	0.02	1	0
281	Limnonectes_ferneri	1	1.81936784	1.81936784	7.5	125.5	24.91442564	28.24675587	0.041626974	0.298	0.963	0	1
282	Tlalocohyla_picta	56	2.892568796	2.892568796	18.35714286	-91.5	23.42990601	27.24957366	0.030709548	0.791	1	0	1
283	Hypsiboas_roraima	2	2.148624168	2.148624168	5.5	-60	22.09884422	26.3338369	0.04479603	0.172	0.885	0	0
284	Hypsiboas_exastis	2	1.85209613	1.85209613	-14.5	-39.5	23.47547929	26.8565377	0.039685451	0.372	0.994	0	1
285	Nyctibatrachus_aliciae	1	1.997792111	1.997792111	13.5	75.5	24.24542081	27.72483783	0.042478809	0.246	0.941	0	0
286	Pristimantis_bearsei	4	2.305457022	2.305457022	-7	-76	20.97346044	25.53514788	0.046015065	0.146	0.861	0	0
287	Pristimantis_abakapa	1	3.067221514	3.067221514	6.5	-61.5	23.40477643	27.8838365	0.031070188	0.803	1	0	1
288	Litoria_mucro	1	5.10409558	5.10409558	-3.5	142.5	24.5506039	27.84914229	0.014048984	1	1	0	1
289	Oscaecilia_ochrocephala	11	0.532806934	0.532806934	8.681818182	-78.59090909	25.80684654	28.87938181	0.13730227	0	0	1	0
290	Amolops_ricketti	115	3.142389049	3.142389049	26.07391304	111.5086957	16.75165493	20.90834593	0.028144266	0.898	1	0	1
291	Centrolene_peristictum	5	1.791868925	1.791868925	1.7	-77.7	19.63859204	23.32209955	0.044688676	0.183	0.912	0	0
292	Hyperolius_fusciventris	84	1.265347468	1.265347468	6.476190476	-2.416666667	24.66454452	28.19626444	0.060676235	0	0.336	1	0
293	Crinia_signifera	141	2.473615099	2.473615099	-34.35815603	146.6631206	15.65544304	19.41492942	0.033774107	0.688	1	0	1
294	Scinax_humilis	12	2.182454376	2.182454376	-22.5	-43.25	21.28400825	24.7170803	0.03346878	0.689	1	0	1
295	Ansonia_leptopus	1	1.192783658	1.192783658	4.5	117.5	24.60018494	28.06970204	0.061888434	0	0.257	1	0
296	Gephyromantis_rivicola	4	5.96312962	5.96312962	-15	50	23.63694688	26.71784615	0.010992726	1	1	0	1
297	Pristimantis_serendipitus	4	1.418983065	1.418983065	-5	-79	21.509711	25.21919582	0.053350723	0.007	0.59	0	0
298	Bolitoglossa_alberchi	4	1.483253559	1.483253559	17	-94	23.51495953	27.90574814	0.06298386	0	0.239	1	0
299	Feihyla_fuhua	1	0.325569068	0.325569068	22.5	103.5	16.91708439	20.87950053	0.264581282	0	0	1	0
300	Amietia_ruwenzorica	2	1.138864045	1.138864045	0.5	30	19.71821642	23.48452455	0.073490542	0	0.035	1	0
301	Incilius_epioticus	3	2.783156911	2.783156911	9.166666667	-82.83333333	24.9315549	27.85042279	0.022799164	0.982	1	0	1
302	Litoria_castanea	4	0.364449224	0.364449224	-36	149	12.93025904	16.79917762	0.216648896	0	0	1	0
303	Odorrana_zhaoi	1	2.436110219	2.436110219	28.5	88.5	-2.553206592	2.731241215	0.047156857	0.092	0.823	0	0
304	Eleutherodactylus_albolabris	1	9.94930006	9.94930006	17.5	-99.5	21.03013041	25.45400006	0.010105484	1	1	0	1
305	Uperoleia_talpa	13	0.668875004	0.668875004	-17.5	124.1923077	26.87108425	30.35671698	0.115804156	0	0	1	0
306	Pseudopaludicola_llanera	50	2.776271169	2.776271169	7.28	-67.4	25.15437678	29.29049113	0.031698068	0.767	1	0	1
307	Hypsiboas_rubracylus	8	0.532779432	0.532779432	5	-77	22.95735996	26.4167758	0.151003448	0	0	1	0
308	Allobates_algorei	4	2.169446634	2.169446634	8	-72	21.39359699	26.35867499	0.05322414	0.003	0.605	0	0
309	Hyperolius_houyi	2	1.785339265	1.785339265	-2.5	33	20.39056235	24.17683417	0.049319944	0.054	0.764	0	0
310	Gastrophryne_olivacea	235	3.776051011	3.776051011	31.60212766	-101.6489362	17.04615886	21.56922182	0.029215339	0.866	1	0	1
311	Lithodytes_lineatus	502	1.85209613	1.85209613	-3.6812749	-64.26494024	24.38000842	28.92020657	0.055713264	0	0.509	0	0
312	Rana_japonica	57	2.273311867	2.273311867	35.5	136.1140351	15.02551559	18.7538215	0.034167349	0.662	1	0	1
313	Ansonia_jeetsukumarani	3	2.052105184	2.052105184	4.5	101.5	24.6058271	28.00416068	0.037636889	0.481	0.998	0	1
314	Hyalinobatrachium_duranti	1	0.95146826	0.95146826	8.5	-71.5	22.52822898	27.6579632	0.125381108	0	0	1	0
315	Allobates_caeruleodactylus	1	0.427761635	0.427761635	-3.5	-59.5	25.34767792	29.98713076	0.22134456	0	0	1	0
316	Platymantis_bayani	1	2.822395323	2.822395323	11.5	125.5	26.87028744	29.9961178	0.024611328	0.956	1	0	1
317	Urspelerpes_brucei	1	2.086338166	2.086338166	34.5	-83.5	14.35633428	19.15477653	0.051109667	0.03	0.701	0	0
318	Incilius_marmoreus	31	2.747849707	2.747849707	17.9516129	-100.3387097	22.99208812	27.08426794	0.033846133	0.687	1	0	1
319	Rhinella_ceratophrys	104	1.580960934	1.580960934	-0.826923077	-71.23076923	23.70621849	28.08110793	0.060157269	0	0.329	1	0
320	Wolterstorffina_mirei	2	1.288836613	1.288836613	6	10.5	21.03782812	24.84047434	0.071962162	0	0.05	1	0
321	Limnonectes_woodworthi	8	2.180666528	2.180666528	14.25	123	26.47224166	29.51923741	0.031756301	0.762	1	0	1
322	Astylosternus_batesi	70	1.31672966	1.31672966	0.314285714	12.68571429	23.18186923	26.88680968	0.057423351	0	0.444	1	0
323	Xenorhina_ocellata	4	2.681298462	2.681298462	-4	138	20.93616998	24.36211489	0.027776491	0.904	1	0	1
324	Nototriton_abscondens	4	1.834607099	1.834607099	10	-84	25.37242105	28.40260025	0.038411104	0.417	0.992	0	1
325	Pristimantis_bisignatus	1	0.98270003	0.98270003	-16.5	-67.5	10.62660656	14.96521571	0.098110851	0	0	1	0
326	Boophis_arcanus	1	0.823242849	0.823242849	-21.5	47.5	20.0729413	23.44104379	0.095145637	0	0	1	0
327	Thorius_narismagnus	1	0.886594782	0.886594782	18.5	-95.5	22.81845588	26.64778657	0.107978604	0	0	1	0
328	Dermophis_glandulosus	7	1.536154791	1.536154791	8.5	-80.5	25.10342454	28.33263175	0.052553415	0.008	0.626	0	0
329	Atelopus_seminiferus	4	1.536232987	1.536232987	-6	-77	20.2939235	24.66936282	0.059336693	0	0.353	1	0
330	Rheobatrachus_vitellinus	2	2.233561351	2.233561351	-21	148.5	23.03533239	26.40939615	0.032839578	0.716	1	0	1
331	Dermatonotus_muelleri	407	2.290127973	2.290127973	-16.28378378	-50.15356265	23.79212272	28.2775296	0.042577902	0.252	0.938	0	0
332	Craugastor_coffeus	2	0.531623647	0.531623647	15.5	-89	23.11727006	26.83982976	0.170786495	0	0	1	0
333	Telmatobius_philippii	1	1.503558139	1.503558139	-21.5	-68.5	9.475448717	14.00484098	0.070056954	0	0.073	1	0
334	Colostethus_imbricolus	4	2.360917224	2.360917224	6	-77	23.4502133	26.92251322	0.031292381	0.775	1	0	1
335	Fejervarya_multistriata	2	3.129345249	3.129345249	22.5	114	22.37799432	25.68088635	0.021109157	0.986	1	0	1
336	Adelastes_hylonomos	1	2.364177204	2.364177204	0.5	-66.5	24.2731967	28.73504756	0.037745486	0.461	0.998	0	1
337	Oedipina_alleni	4	3.20634993	3.20634993	9	-83.5	25.4409978	28.48217163	0.020619232	0.997	1	0	1
338	Melanophryniscus_alipioi	1	1.235823567	1.235823567	-25.5	-48.5	21.37395521	24.81982118	0.068007694	0	0.109	1	0
339	Platyplectrum_ornatum	257	3.665635543	3.665635543	-20.34046693	140.6945525	23.20535132	26.72927512	0.023447329	0.967	1	0	1
340	Hynobius_abei	2	1.653484263	1.653484263	36	135.5	14.60369399	18.39059356	0.046739885	0.127	0.836	0	0
341	Leptopelis_occidentalis	26	1.11850281	1.11850281	5.884615385	-5.076923077	24.76598321	28.37096545	0.07162317	0	0.071	1	0
342	Silverstoneia_punctiventris	1	5.804626782	5.804626782	5.5	-76.5	21.36325804	25.05695561	0.014140818	1	1	0	1
343	Smilisca_sila	35	2.210378009	2.210378009	8.385714286	-77.81428571	25.28869442	28.81577736	0.031913844	0.767	1	0	1
344	Hypsiboas_jimenezi	1	2.206704125	2.206704125	5.5	-62.5	21.05340446	25.99058036	0.047603253	0.097	0.834	0	0
345	Leptodactylodon_bueanus	2	1.572667717	1.572667717	4	9.5	24.26778806	27.68335172	0.044323019	0.205	0.912	0	0
346	Phyllomedusa_araguari	1	1.414493952	1.414493952	-19.5	-47.5	20.94650136	25.3723433	0.071111875	0	0.053	1	0
347	Ameerega_yoshina	1	2.181172304	2.181172304	-7.5	-74.5	25.82366801	30.353252	0.042381104	0.266	0.957	0	1
348	Phrynobatrachus_gastoni	1	4.250252633	4.250252633	2.5	24.5	22.77872027	26.76718885	0.022887986	0.992	1	0	1
349	Rhacophorus_malabaricus	13	1.140726499	1.140726499	12.03846154	75.88461538	24.86173363	28.26958986	0.062238411	0	0.263	1	0
350	Eleutherodactylus_glaphycompus	3	1.375891082	1.375891082	18.5	-73.5	26.52579687	29.54439985	0.045706788	0.158	0.874	0	0
351	Ptychadena_longirostris	65	1.187523943	1.187523943	6.561538462	-4.407692308	24.86352179	28.39627022	0.061976793	0	0.27	1	0
352	Pristimantis_rosadoi	5	1.99046223	1.99046223	0.3	-78.9	20.84253663	24.36642183	0.037667774	0.458	0.998	0	1
353	Stereocyclops_histrio	1	0.271671398	0.271671398	-14.5	-39.5	23.38475314	26.75882766	0.288829997	0	0	1	0
354	Probreviceps_macrodactylus	4	0.570987293	0.570987293	-5.5	38	22.06213769	25.43429382	0.14404473	0	0	1	0
355	Xenopus_laevis	504	2.834371641	2.834371641	-14.8452381	18.53174603	20.060243	24.46197182	0.033760484	0.671	1	0	1
356	Paratelmatobius_mantiqueira	1	0.102776509	0.102776509	-22.5	-45.5	18.18210945	22.12260423	0.76680845	0	0	1	0
357	Callulina_laphami	1	2.130370193	2.130370193	-3.5	37.5	19.805812	23.22467874	0.036473246	0.549	1	0	1
358	Breviceps_fuscus	10	1.512964449	1.512964449	-34	22.5	17.43257222	20.45699494	0.04079601	0.304	0.975	0	1
359	Xenophrys_pachyproctus	1	1.531229746	1.531229746	29.5	95.5	0.277436574	5.310832128	0.076445557	0	0.013	1	0
360	Leptobrachium_nokrekensis	1	2.83614985	2.83614985	24.5	89.5	25.11827249	28.69504338	0.028662183	0.883	1	0	1
361	Litoria_cooloolensis	2	1.149605972	1.149605972	-25	153.5	22.28413268	25.54394423	0.05786919	0	0.415	1	0
362	Nyctimystes_kubori	16	1.887383612	1.887383612	-7.25	146.1875	22.45207818	25.74127168	0.037885359	0.433	0.997	0	1
363	Boophis_baetkei	1	2.252061128	2.252061128	-12.5	49.5	26.18618654	29.2344863	0.032227618	0.749	1	0	1
364	Litoria_christianbergmanni	4	0.261030059	0.261030059	-3.25	134.75	24.60125734	27.90541255	0.275176971	0	0	1	0
365	Rhacophorus_margaritifer	6	4.637708411	4.637708411	-7.5	109.3333333	25.97546781	29.15254077	0.014575581	1	1	0	1
366	Dendropsophus_ebraccatus	56	2.683253721	2.683253721	8.321428571	-80.85714286	23.21208726	26.75827547	0.02936889	0.842	1	0	1
367	Aneides_aeneus	39	1.87687638	1.87687638	36.65384615	-83.3974359	12.9221667	17.91989611	0.053255819	0.005	0.604	0	0
368	Haddadus_binotatus	81	2.095291578	2.095291578	-20.91975309	-44.2654321	21.14622195	24.83708117	0.041940511	0.278	0.967	0	1
369	Plethodontohyla_bipunctata	16	1.503477409	1.503477409	-20.625	47.875	21.01494344	24.30845255	0.047621616	0.091	0.835	0	0
370	Hyalinobatrachium_mondolfii	4	1.462766013	1.462766013	9	-61.5	26.20138979	29.31210356	0.049455744	0.05	0.75	0	0
371	Pristimantis_ventriguttatus	1	0.427761635	0.427761635	-6.5	-79.5	21.81476177	25.26603765	0.168087961	0	0	1	0
372	Rhinella_truebae	1	2.243986002	2.243986002	7.5	-75.5	24.11197747	28.39575906	0.045452512	0.146	0.88	0	0
373	Guibemantis_wattersoni	1	2.160206052	2.160206052	-24.5	46.5	22.17476241	25.58664228	0.03433529	0.63	1	0	1
374	Dendropsophus_werneri	15	1.634672606	1.634672606	-25.1	-48.1	20.37816392	24.03030477	0.044683453	0.199	0.893	0	0
375	Gyrinophilus_gulolineatus	4	3.274067463	3.274067463	36	-84	13.00444518	17.97699216	0.037043108	0.504	0.994	0	1
376	Rhinella_amabilis	2	2.403847631	2.403847631	-4	-79.5	21.48783824	25.04320947	0.036073988	0.542	1	0	1
377	Litoria_viranula	1	2.937329265	2.937329265	-6.5	142.5	22.26013598	25.6135153	0.025946416	0.945	1	0	1
378	Ceratophrys_aurita	90	2.203035435	2.203035435	-21.08888889	-44.34444444	21.08138144	24.75941487	0.036294127	0.533	0.999	0	1
379	Oedipina_quadra	1	0.717232729	0.717232729	14.5	-83.5	26.03269055	28.87242678	0.086071638	0	0	1	0
380	Oreophryne_kampeni	1	1.83418703	1.83418703	-9.5	147.5	24.68006801	27.89026937	0.035004079	0.632	1	0	1
381	Caecilia_orientalis	6	1.89891747	1.89891747	2.333333333	-76.83333333	18.86448148	22.79599379	0.045008622	0.17	0.887	0	0
382	Noblella_heyeri	4	1.502938412	1.502938412	-4.5	-80	22.25355496	25.59977878	0.050601236	0.038	0.741	0	0
383	Paramophrynella_ginesi	4	1.583575973	1.583575973	9	-71	23.96412819	28.73953664	0.061542558	0	0.258	1	0
384	Proceratophrys_bigibbosa	12	1.028946321	1.028946321	-28.33333333	-52.66666667	18.84750366	23.22576982	0.090533974	0	0	1	0
385	Hylarana_kreffti	13	0.271671398	0.271671398	-7.346153846	157.5769231	27.5923679	30.61804462	0.271640642	0	0	1	0
386	Afrixalus_dorsimaculatus	1	2.795677602	2.795677602	-5.5	37.5	20.13299805	23.62723697	0.026593019	0.919	1	0	1
387	Noblella_peruviana	1	1.825306783	1.825306783	-13.5	-71.5	8.514542857	12.92557473	0.053702167	0.007	0.601	0	0
388	Nyctimystes_pulcher	30	1.661345226	1.661345226	-6.033333333	143.7	21.98848786	25.33205425	0.043751428	0.236	0.925	0	0
389	Rhacophorus_owstoni	2	0.472803334	0.472803334	24.5	124	23.7606659	26.63289306	0.134997505	0	0	1	0
390	Bradytriton_silus	1	2.231568465	2.231568465	15.5	-91.5	21.76072259	25.85885133	0.042707773	0.269	0.941	0	0
391	Microhyla_pulchra	231	3.962353722	3.962353722	20.84632035	107.7467532	20.18568639	23.94730728	0.019374286	0.998	1	0	1
392	Hyloxalus_faciopunctulatus	4	2.143897684	2.143897684	-4	-70	24.92536816	29.43775602	0.048947883	0.065	0.77	0	0
393	Ingerana_mariae	2	1.138864045	1.138864045	9	117.5	27.25986062	30.26672469	0.055004811	0	0.539	0	0
394	Megaelosia_goeldii	4	0.660012861	0.660012861	-22.75	-44.75	19.66955747	23.37978805	0.122205477	0	0	1	0
395	Leptobrachium_abbotti	33	1.253767151	1.253767151	1.772727273	109.1363636	24.36314262	27.89906298	0.058754935	0	0.37	1	0
396	Bufotes_oblongus	47	1.623884081	1.623884081	35.41489362	58.9893617	15.74426496	20.68437942	0.074199013	0	0.038	1	0
